modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score,rank,start_position,end_position,readable_evidence,start_s,end_s,representative_time_s,frame_path,duration_s,evidence_semantics,display_eligible,timestamp_status,display_reason,final_display_rank
A,4,0,3,1|2|3|4,9,09,missing,0.935712456703186,-1.9087880006790163,-0.0061180591583251,0.0272763671875,0.0,0.0045460611979166,0.0509043876358893,2,1,4,,0.6799999999999995,0.6999999999999995,0.6899999999999995,,0.020000000000000018,missing_aware_local_sensitivity,True,PASS,,2.0
A,2,4,5,5|6,9,09,missing,0.9299859404563904,-1.870073156929016,-0.0003915429115295,0.0114384765625001,0.0,0.0019064127604166,0.0213470012666636,3,5,6,,0.6999999999999995,1.3,0.9999999999999998,,0.6000000000000005,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,1,4,2|3|4|5|6,9,09,missing,0.916066348552704,-1.738354850268364,0.0135280489921569,0.1431567832231524,0.0135280489921569,0.0373875128626823,0.0448517540407893,1,2,6,uhh ) i did,0.6849999999999995,1.3,0.9924999999999996,,0.6150000000000005,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,13,16,15|16|17|18,9,09,missing,0.9228810667991638,-1.7738141705751418,0.006713330745697,0.1076974629163745,0.006713330745697,0.0246629078984261,0.0295867415159074,2,15,18,would not recommend it,2.88,3.82,3.35,,0.94,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,4,7,6|7|8|9,9,09,missing,0.9242218136787416,-1.788068229174614,0.0053725838661193,0.0934434043169023,0.0053725838661193,0.0209464845856031,0.0251283517602045,3,6,9,did not like this,1.16,1.76,1.46,,0.6000000000000001,missing_aware_local_sensitivity,True,PASS,,3.0
T,2,0,1,1|2|3,9,09,missing,0.9226729273796082,-1.807601584649086,0.0069214701652526,0.0739100488424302,0.0069214701652526,0.019239811638991,0.0230809495831553,4,1,3,( uhh,0.6799999999999995,0.6949999999999995,0.6874999999999996,,0.015000000000000013,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,4.0
T,4,8,11,10|11|12|13,9,09,missing,0.9213972687721252,-1.821855750656128,0.0081971287727355,0.0596558828353881,0.0081971287727355,0.0181397759119669,0.021761296894682,5,10,13,"movie at all ,",1.76,2.64,2.2,,0.8800000000000001,missing_aware_local_sensitivity,True,PASS,,5.0
V,3,15,17,16|17|18,9,09,missing,0.9287952184677124,-1.861802344417572,0.0007991790771484,0.019709289073944,0.0007991790771484,0.0040840605894724,0.0674811574664365,1,16,18,,2.98,3.82,3.4,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_09\vision_rank01.png,0.8399999999999999,missing_aware_local_sensitivity,True,PASS,,1.0
V,3,13,15,14|15|16,9,09,missing,0.9293893575668336,-1.870249305343628,0.0002050399780273,0.0112623281478883,0.0002050399780273,0.002082094669342,0.0344025645956561,2,14,16,,2.84,3.14,2.99,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_09\vision_rank02.png,0.30000000000000027,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,0,3,1|2|3|4,9,09,missing,0.9303112030029296,-1.890838477230072,-0.0007168054580688,0.0093268437385556,0.0,0.0015544739564259,0.0256846585727572,3,1,4,,0.6799999999999995,0.6999999999999995,0.6899999999999995,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_09\vision_rank03.png,0.020000000000000018,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,16,19,17|18|19|20,10,10,missing,0.911637544631958,-1.777949576830864,0.002496600151062,0.0277163085937499,0.002496600151062,0.007115984916687,0.0284545188621145,1,17,20,,4.08,5.26,4.67,,1.1799999999999997,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,12,15,13|14|15|16,10,10,missing,0.9115267992019652,-1.780853125667572,0.0026073455810546,0.024812759757042,0.0026073455810546,0.0067428055405616,0.0269622954072827,2,13,16,,3.04,4.08,3.56,,1.04,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,26,29,27|28|29|30,10,10,missing,0.9185657501220704,-1.835581793642044,-0.0044316053390502,0.02991590821743,0.0,0.004985984702905,0.0199373378999625,3,27,30,,7.14,9.0,8.07,,1.8600000000000003,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,25,28,27|28|29|30,10,10,missing,0.6929531693458557,-0.834891189134121,0.2211809754371643,0.970774696290493,0.2211809754371643,0.3829767581522464,0.1346551902832724,1,27,30,one was pretty terrible,7.14,9.0,8.07,,1.8600000000000003,missing_aware_local_sensitivity,True,PASS,,1.0
T,1,28,28,30,10,10,missing,0.8800020217895508,-1.56730561003685,0.0341321229934692,0.2383602753877638,0.0341321229934692,0.0738588355580965,0.0259688749890737,2,30,30,terrible,8.56,9.0,8.780000000000001,,0.4399999999999995,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,11,14,12|13|14|15|16,10,10,missing,0.8906880021095276,-1.6915450201988222,0.0234461426734924,0.1141208652257916,0.0234461426734924,0.042466286877791,0.014931208796435,3,12,16,see fluffy chick flicks,2.82,4.08,3.45,,1.2600000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,14,17,15|16|17|18|19,10,10,missing,0.8951734900474548,-1.713102149105072,0.0189606547355651,0.0925637363195419,0.0189606547355651,0.0343879441221555,0.0120908516265068,4,15,19,flicks sometimes so i,3.8,5.22,4.51,,1.42,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,22,25,24|25|26|27,10,10,missing,0.8986076712608337,-1.7165337135553362,0.0155264735221862,0.0891321718692776,0.0155264735221862,0.0303818355003992,0.010682297955102,5,24,27,that but this one,6.1,7.38,6.74,,1.2800000000000002,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,7,10,8|9|10|11,10,10,missing,0.9163158535957336,-1.788684104180336,-0.0021817088127136,0.016981781244278,0.0,0.0028302968740463,0.0238267064128655,1,8,11,,2.0,2.82,2.41,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_10\vision_rank01.png,0.8199999999999998,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,10,13,11|12|13|14,10,10,missing,0.9164588451385498,-1.792643576836586,-0.0023247003555297,0.0130223085880278,0.0,0.0021703847646713,0.0182712707861094,2,11,14,,2.68,3.8,3.24,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_10\vision_rank02.png,1.1199999999999997,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,18,21,19|20|21|22,10,10,missing,0.915654957294464,-1.792643576836586,-0.001520812511444,0.0130223085880278,0.0,0.0021703847646713,0.0182712707861094,3,19,22,,5.18,5.52,5.35,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_10\vision_rank03.png,0.33999999999999986,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,2,5,3|4|5|6,11,11,missing,0.9162359237670898,-1.342847526049614,0.0058892965316772,0.0663431855440137,0.0058892965316772,0.0169464941223462,0.0574585201354485,1,3,6,,0.76,3.46,2.11,,2.7,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,5,8,6|7|8|9,11,11,missing,0.9192216396331788,-1.355605826830864,0.0029035806655883,0.0535848847627637,0.0029035806655883,0.0118343947927156,0.040125515435753,2,6,9,,3.32,4.14,3.73,,0.8199999999999998,missing_aware_local_sensitivity,True,PASS,,2.0
A,3,0,2,1|2|3,11,11,missing,0.9192302227020264,-1.3689800026178358,0.0028949975967407,0.0402107089757919,0.0028949975967407,0.0095967824260393,0.0325387016500944,3,1,3,,0.0,0.88,0.44,,0.88,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,1,4,2|3|4|5,11,11,missing,0.6899349093437195,-0.653151351249218,0.2321903109550476,0.7560393603444098,0.2321903109550476,0.3581968710124492,0.1318310544032429,1,2,5,would be ashamed to,0.64,3.32,1.98,,2.6799999999999997,missing_aware_local_sensitivity,True,PASS,,1.0
T,1,3,3,4,11,11,missing,0.8813774585723877,-1.0713157115936278,0.0407477617263793,0.3378749999999999,0.0407477617263793,0.0970602617263793,0.035722134054037,2,4,4,ashamed,0.88,1.26,1.07,,0.38,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,4,7,5|6|7|8,11,11,missing,0.8980752825737,-1.2339180983066558,0.0240499377250671,0.1752726132869719,0.0240499377250671,0.0532620399395624,0.0196026025159112,3,5,8,to have made this,1.26,3.86,2.56,,2.5999999999999996,missing_aware_local_sensitivity,True,PASS,,3.0
T,1,4,4,5,11,11,missing,0.9115486145019532,-1.355869727230072,0.0105766057968139,0.0533209843635558,0.0105766057968139,0.0194634365240732,0.0071633382838511,4,5,5,to,1.26,3.32,2.29,,2.0599999999999996,missing_aware_local_sensitivity,True,PASS,,4.0
T,1,5,5,6,11,11,missing,0.9154505133628844,-1.355517860031128,0.0066747069358825,0.0536728515624997,0.0066747069358825,0.0156201821962992,0.0057488639783157,5,6,6,have,3.32,3.46,3.39,,0.14000000000000012,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,9,12,10|11|12|13,11,11,missing,0.9217448234558104,-1.423620703792572,0.0003803968429565,0.0144299921989441,0.0003803968429565,0.0027853955427805,0.0456786639217317,1,10,13,,4.14,4.86,4.5,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank01.png,0.7200000000000006,missing_aware_local_sensitivity,True,PASS,,1.0
V,3,3,5,4|5|6,11,11,missing,0.920736849308014,-1.403031531906128,0.0013883709907531,0.0061591796874997,0.0013883709907531,0.0024149009386698,0.0396027948948516,2,4,6,,0.88,3.46,2.17,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank02.png,2.58,missing_aware_local_sensitivity,True,PASS,,2.0
V,3,1,3,2|3|4,11,11,missing,0.9209617972373962,-1.404791297531128,0.0011634230613708,0.0043994140624996,0.0011634230613708,0.0018966587384541,0.0311039619893895,3,2,4,,0.64,1.26,0.95,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank03.png,0.62,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,38,41,39|40|41|42,12,12,missing,0.8734081983566284,-1.110030555343628,0.0040956735610961,0.0211171874999998,0.0040956735610961,0.0076152048110961,0.0225068312227104,1,39,42,,11.5,12.3,11.9,,0.8000000000000007,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,22,25,23|24|25|26,12,12,missing,0.8834641575813293,-1.168630729174614,-0.0059602856636047,0.037482986330986,0.0,0.0062471643884976,0.0184635709741607,2,23,26,,7.7,8.43,8.065,,0.7299999999999995,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,11,14,12|13|14|15,12,12,missing,0.8738394379615784,-1.118477408862114,0.0036644339561462,0.0126703339815139,0.0036644339561462,0.0057761562863985,0.0170715007513051,3,12,15,,4.06,5.76,4.91,,1.7000000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,36,39,38|39|40|41,12,12,missing,0.746336042881012,-0.5790212242960929,0.1311678290367126,0.5521265185475349,0.1311678290367126,0.2231889154613018,0.0455672870719205,1,38,41,scores is very low,11.24,12.1,11.67,,0.8599999999999994,missing_aware_local_sensitivity,True,PASS,,1.0
T,1,39,39,41,12,12,missing,0.7548556327819824,-0.5756337506532669,0.1226482391357421,0.5555139921903609,0.1226482391357421,0.2152339045008023,0.0439431550340541,2,41,41,low,11.9,12.1,12.0,,0.1999999999999993,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,31,34,32|33|34|35|36,12,12,missing,0.8487561345100403,-0.979015983080864,0.0287477374076843,0.1521317597627639,0.0287477374076843,0.0541030307014783,0.0110459263908321,3,32,36,"credit sag , and",9.4,10.82,10.11,,1.42,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,20,23,21|22|23|24,12,12,missing,0.8494157195091248,-0.9949418405056,0.0280881524085998,0.1362059023380278,0.0280881524085998,0.0507891361316045,0.0103693462619336,4,21,24,perhaps by fault of,7.02,8.14,7.58,,1.120000000000001,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,12,15,13|14|15|16,12,12,missing,0.8542516231536865,-1.0011890944004058,0.023252248764038,0.129958648443222,0.023252248764038,0.044912023504575,0.0091694476125032,5,13,16,by no fault of,4.8,5.92,5.359999999999999,,1.12,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,26,29,27|28|29|30,12,12,missing,0.8791338205337524,-1.157368293619156,-0.0016299486160278,0.0262205507755282,0.0,0.0043700917959213,0.0333581226805173,1,27,30,,8.43,9.2,8.815,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank01.png,0.7699999999999996,missing_aware_local_sensitivity,True,PASS,,1.0
V,3,29,31,30|31|32,12,12,missing,0.8768725991249084,-1.1419702369928362,0.0006312727928161,0.0108224941492083,0.0006312727928161,0.0024350218176842,0.0185871968638866,2,30,32,,9.0,9.72,9.36,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank02.png,0.7200000000000006,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,12,15,13|14|15|16,12,12,missing,0.876790463924408,-1.1234047311306,0.0007134079933166,0.0077430117130279,0.0007134079933166,0.0020039099454879,0.0152964003787483,3,13,16,,4.8,5.92,5.359999999999999,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank03.png,1.12,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,0,3,1|2|3|4,13,13,missing,0.6999947428703308,0.1216953833788633,0.0030274391174316,0.008985811278224,0.0030274391174316,0.0045250743304689,0.034436775717062,1,1,4,,0.0,0.94,0.47,,0.94,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,21,24,22|23|24|25,13,13,missing,0.7001357078552246,0.1377532447069883,0.0028864741325378,0.0070720500499009,0.0028864741325378,0.0040651491408546,0.0309366474440899,2,22,25,,6.02,6.96,6.49,,0.9400000000000004,missing_aware_local_sensitivity,True,PASS,,2.0
A,2,17,18,18|19,13,13,missing,0.7013249397277832,0.1246979888468981,0.0016972422599792,0.0059832058101892,0.0016972422599792,0.0026944432283441,0.0205052846341259,3,18,19,,4.82,5.08,4.95,,0.2599999999999998,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,4,7,5|6|7|8,13,13,missing,0.6725943088531494,0.1358285144805908,0.030427873134613,0.0051473198235034,0.030427873134613,0.0312857597718636,0.0391545193743413,1,5,8,could take a set,0.94,1.54,1.24,,0.6000000000000001,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,1,4,2|3|4|5,13,13,missing,0.6771489381790161,0.1283165095984936,0.0258732438087463,0.0023646850585937,0.0258732438087463,0.0262673579851786,0.0328739268166467,2,2,5,"example , i could",0.12,1.08,0.6000000000000001,,0.9600000000000001,missing_aware_local_sensitivity,True,PASS,,2.0
T,1,4,4,5,13,13,missing,0.682452917098999,0.1223993057399988,0.0205692648887634,0.0082818889170885,0.0205692648887634,0.0219495797082781,0.0274701733380737,3,5,5,could,0.94,1.08,1.01,,0.14000000000000012,missing_aware_local_sensitivity,True,PASS,,3.0
T,1,22,22,23,13,13,missing,0.6932210326194763,0.1167680476844311,0.0098011493682861,0.0139131469726562,0.0098011493682861,0.0121200071970621,0.0151683404870131,4,23,23,two,6.42,6.7,6.5600000000000005,,0.28000000000000025,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,15,18,16|17|18|19,13,13,missing,0.6955103278160095,0.1076722644805908,0.0075118541717529,0.0230089301764965,0.0075118541717529,0.0113466758678356,0.0142005066631335,5,16,19,i can find a,4.65,5.08,4.865,,0.4299999999999997,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,4,7,5|6|7|8,13,13,missing,0.7005302309989929,0.1192207263946533,0.0024919509887695,0.011460468262434,0.0024919509887695,0.0044020290325085,0.0244564695250454,1,5,8,,0.94,1.54,1.24,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank01.png,0.6000000000000001,availability_state_only_native_zero,False,NOT_CONTENT_EVIDENCE,Native feature is all-zero; suppress as content evidence.,
V,4,9,12,10|11|12|13,13,13,missing,0.7015591859817505,0.114997286209464,0.0014629960060119,0.0156839084476232,0.0014629960060119,0.0040769807472825,0.0226505901400863,2,10,13,,1.7,4.0,2.85,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank02.png,2.3,availability_state_only_native_zero,False,NOT_CONTENT_EVIDENCE,Native feature is all-zero; suppress as content evidence.,
V,1,24,24,25,13,13,missing,0.7010090947151184,0.1374342979282141,0.002013087272644,0.0067531032711267,0.002013087272644,0.0031386044844985,0.0174372282325831,3,25,25,,6.84,6.96,6.9,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank03.png,0.1200000000000001,availability_state_only_native_zero,False,NOT_CONTENT_EVIDENCE,Native feature is all-zero; suppress as content evidence.,
A,4,26,29,27|28|29|30,14,14,missing,0.6197146773338318,0.2281612171173096,0.0130552053451538,0.027254375487566,0.0130552053451538,0.0175976012597481,0.0281837583867984,1,27,30,,7.025,8.506666666666666,7.765833333333333,,1.4816666666666656,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,31,34,32|33|34|35,14,14,missing,0.6217712759971619,0.2208581736624241,0.0109986066818237,0.0199513320326805,0.0109986066818237,0.0143238286872704,0.0229405883754921,2,32,35,,8.653333333333334,9.56,9.106666666666667,,0.9066666666666663,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,9,12,10|11|12|13,14,14,missing,0.6228691339492798,0.1811864627242088,0.0099007487297058,0.0197203789055347,0.0099007487297058,0.0131874785472949,0.0211206461393232,3,10,13,,1.98,2.36,2.17,,0.3799999999999999,missing_aware_local_sensitivity,True,PASS,,3.0
T,3,9,11,11|12|13|14|15,14,14,missing,0.5847671627998352,0.2716934246361256,0.0480027198791503,0.070786583006382,0.0480027198791503,0.0598004837135473,0.0245314190080077,1,11,15,vettese limited and,2.0,3.28,2.64,,1.2799999999999998,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,1,4,2|3|4|5,14,14,missing,0.5820496678352356,0.2537218020796776,0.05072021484375,0.052814960449934,0.05072021484375,0.0595227082520723,0.0244174696582294,2,2,5,is the co -,0.66,0.96,0.81,,0.29999999999999993,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,18,21,22|23|24|25|26,14,14,missing,0.5826739072799683,0.2507741892874241,0.0500959753990173,0.0498673476576805,0.0500959753990173,0.0584072000086307,0.0239598646619582,3,22,26,final examination ( ufe,5.44,7.025,6.2325,,1.585,missing_aware_local_sensitivity,True,PASS,,3.0
T,3,4,6,5|6|7,14,14,missing,0.5884160399436951,0.2384998401641845,0.0443538427352905,0.0375929985344409,0.0443538427352905,0.0506193424910306,0.0207651213409167,4,5,7,- founder of,0.86,1.52,1.19,,0.66,missing_aware_local_sensitivity,True,PASS,,4.0
T,4,6,9,7|8|9|10|11|12|13,14,14,missing,0.5942082405090332,0.2674039959251881,0.0385616421699523,0.0664971542954445,0.0385616421699523,0.0496445012191931,0.0203652209016443,5,7,13,of rossen and vettese,1.22,2.36,1.79,,1.14,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,28,31,29|30|31|32,14,14,missing,0.6422734260559082,0.1919320396274328,-0.0095035433769226,0.0089748020023107,0.0,0.0014958003337184,0.0232491798999057,1,29,32,,8.1,8.8,8.45,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank01.png,0.7000000000000011,missing_aware_local_sensitivity,True,PASS,,1.0
V,3,0,2,1|2|3,14,14,missing,0.6448239088058472,0.1920860083788633,-0.0120540261268615,0.0088208332508802,0.0,0.0014701388751467,0.0228503246159618,2,1,3,,0.0,0.76,0.38,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank02.png,0.76,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,13,16,14|15|16|17,14,14,missing,0.6432732939720154,0.1938237957298756,-0.0105034112930297,0.0070830458998679,0.0,0.0011805076499779,0.0183485951359062,3,14,17,,2.36,3.68,3.02,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank03.png,1.3200000000000003,missing_aware_local_sensitivity,True,PASS,,3.0
A,4,0,3,1|2|3|4,15,15,missing,0.7771167159080505,0.8318707581400872,0.0202970504760742,0.0957313466668129,0.0202970504760742,0.036252274920543,0.0428237422362401,1,1,4,,6.0,6.98,6.49,,0.9800000000000004,missing_aware_local_sensitivity,True,PASS,,1.0
A,4,4,7,5|6|7|8,15,15,missing,0.7868460416793823,0.8711575471997262,0.0105677247047424,0.0564445576071739,0.0105677247047424,0.0199751509726047,0.0235960561993882,2,5,8,,6.98,7.3143125,7.14715625,,0.33431249999999935,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,11,14,12|13|14|15,15,15,missing,0.7887231111526489,0.8814521868467331,0.0086906552314758,0.0461499179601669,0.0086906552314758,0.0163823082248369,0.0193519371182278,3,12,15,,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,False,UNAVAILABLE,Zero/invalid A/V interval suppressed from final display.,
T,4,15,18,18|19|20|21,15,15,missing,0.6561122536659241,0.6818068089127541,0.1413015127182006,0.2457952958941459,0.1413015127182006,0.182267395367225,0.0591332707574483,1,18,21,power to transform lives,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,1.0
T,1,16,16,19,15,15,missing,0.72013920545578,0.7807495882153511,0.0772745609283447,0.1468525165915489,0.0772745609283447,0.1017499803602695,0.0330108910926523,2,19,19,to,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,2.0
T,4,12,15,15|16|17|18,15,15,missing,0.7356275916099548,0.8325747073531151,0.0617861747741699,0.0950273974537849,0.0617861747741699,0.0776240743498007,0.0251836890332195,3,15,18,believed in its power,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,3.0
T,1,17,17,20,15,15,missing,0.7531503438949585,0.8237318958282471,0.0442634224891662,0.1038702089786529,0.0442634224891662,0.0615751239856084,0.0199769052014399,4,20,20,transform,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,4.0
T,3,8,10,9|10|11|12|13,15,15,missing,0.7530698180198669,0.8579153216123582,0.0443439483642578,0.0696867831945419,0.0443439483642578,0.0559584122300148,0.0181546674043787,5,9,13,prioritize education because,7.3143125,7.3143125,7.3143125,,0.0,missing_aware_local_sensitivity,True,UNAVAILABLE,Text phrase kept; zero/invalid timestamp suppressed.,5.0
V,4,2,5,3|4|5|6,15,15,missing,0.7895519137382507,0.9005896380186081,0.007861852645874,0.0270124667882919,0.007861852645874,0.0123639304439226,0.0571060603295665,1,3,6,,6.48,7.29,6.885,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank01.png,0.8099999999999996,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,5,8,6|7|8|9,15,15,missing,0.7932295799255371,0.9217947923183442,0.0041841864585876,0.0058073124885559,0.0041841864585876,0.0051520718733469,0.0237961972170615,2,6,9,,7.28,7.3143125,7.29715625,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank02.png,0.034312499999999524,missing_aware_local_sensitivity,True,PASS,,2.0
V,3,0,2,1|2|3,15,15,missing,0.7940486073493958,0.9171313704490662,0.003365159034729,0.0104707343578338,0.003365159034729,0.0051102814277013,0.0236031770669511,3,1,3,,6.0,6.74,6.37,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank03.png,0.7400000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
A,3,0,2,1|2|3,16,16,missing,0.9414951801300048,-1.934480750656128,0.0033579468727111,0.0307958984374998,0.0033579468727111,0.0084905966122944,0.0874844707367736,1,1,3,,0.0,0.62,0.31,,0.62,missing_aware_local_sensitivity,True,PASS,,1.0
A,3,8,10,9|10|11,16,16,missing,0.9443724155426024,-1.940463781929016,0.0004807114601135,0.0248128671646119,0.0004807114601135,0.0046161893208821,0.0475637812039441,2,9,11,,1.62,2.44,2.03,,0.8199999999999998,missing_aware_local_sensitivity,True,PASS,,2.0
A,4,3,6,4|5|6|7,16,16,missing,0.9465472102165222,-1.988857551431656,-0.0016940832138061,0.0235809023380277,0.0,0.0039301503896712,0.0404950491062609,3,4,7,,0.62,1.1700000000000002,0.895,,0.5500000000000002,missing_aware_local_sensitivity,True,PASS,,3.0
T,4,7,10,8|9|10|11,16,16,missing,0.9224563837051392,-1.6763231119871138,0.0223967432975769,0.2889535371065141,0.0223967432975769,0.0705556661486626,0.0545685691494707,1,8,11,is a terrible movie,1.1700000000000002,2.44,1.805,,1.2699999999999998,missing_aware_local_sensitivity,True,PASS,,1.0
T,4,3,6,4|5|6|7,16,16,missing,0.9226862192153932,-1.7461858287811278,0.0221669077873229,0.2190908203125001,0.0221669077873229,0.058682044506073,0.0453853726887768,2,4,7,"a terrible , this",0.62,1.1700000000000002,0.895,,0.5500000000000002,missing_aware_local_sensitivity,True,PASS,,2.0
T,4,0,3,1|2|3|4,16,16,missing,0.9254546761512756,-1.7614957037925725,0.0193984508514404,0.2037809453010557,0.0193984508514404,0.0533619417349497,0.0412707436051729,3,1,4,it ' s a,0.0,0.78,0.39,,0.78,missing_aware_local_sensitivity,True,PASS,,3.0
T,2,6,7,7|8,16,16,missing,0.9346336722373962,-1.865497809267044,0.0102194547653198,0.0997788398265839,0.0102194547653198,0.0268492614030838,0.0207655296514292,4,7,8,this is,1.16,1.62,1.39,,0.4600000000000002,missing_aware_local_sensitivity,True,PASS,,4.0
T,1,9,9,10,16,16,missing,0.9388672709465028,-1.8783441842556,0.0059858560562133,0.086932464838028,0.0059858560562133,0.0204746001958847,0.0158352928628409,5,10,10,terrible,1.76,2.06,1.91,,0.30000000000000004,missing_aware_local_sensitivity,True,PASS,,5.0
V,4,4,7,5|6|7|8,16,16,missing,0.94661545753479,-2.003111610031128,-0.0017623305320739,0.0378349609374999,0.0,0.0063058268229166,0.0561075853482581,1,5,8,,0.78,1.62,1.2000000000000002,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank01.png,0.8400000000000001,missing_aware_local_sensitivity,True,PASS,,1.0
V,4,7,10,8|9|10|11,16,16,missing,0.9462548494338988,-1.995544531917572,-0.0014017224311828,0.0302678828239439,0.0,0.0050446471373239,0.0448859408540394,2,8,11,,1.1700000000000002,2.44,1.805,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank02.png,1.2699999999999998,missing_aware_local_sensitivity,True,PASS,,2.0
V,4,0,3,1|2|3|4,16,16,missing,0.9451915621757508,-1.988505469417572,-0.0003384351730346,0.0232288203239439,0.0,0.0038714700539906,0.0344473203241308,3,1,4,,0.0,0.78,0.39,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank03.png,0.78,missing_aware_local_sensitivity,True,PASS,,3.0
