modality,window_size,start_unit,end_unit,positions,sample_index,sample_id,baseline,class_probability,hybrid_final_intensity,classification_probability_drop,regression_absolute_delta,positive_classification_drop,combined_raw_score,combined_score,rank,start_position,end_position,readable_evidence,start_s,end_s,representative_time_s,frame_path
A,3,0,2,1|2|3,11,11,missing,0.9192302227020264,-1.3689800026178358,0.0028949975967407227,0.04021070897579193,0.0028949975967407227,0.009596782426039379,0.03253870165009447,3,1,3,,0.0,0.88,0.44,
T,4,1,4,2|3|4|5,11,11,missing,0.6899349093437195,-0.653151351249218,0.2321903109550476,0.7560393603444098,0.2321903109550476,0.35819687101244924,0.13183105440324291,1,2,5,would be ashamed to,0.64,3.32,1.98,
T,1,3,3,4,11,11,missing,0.8813774585723877,-1.0713157115936278,0.040747761726379395,0.3378749999999999,0.040747761726379395,0.09706026172637938,0.035722134054037014,2,4,4,ashamed,0.88,1.26,1.07,
T,4,4,7,5|6|7|8,11,11,missing,0.8980752825737,-1.2339180983066558,0.02404993772506714,0.17527261328697197,0.02404993772506714,0.05326203993956247,0.0196026025159112,3,5,8,to have made this,1.26,3.86,2.56,
T,1,4,4,5,11,11,missing,0.9115486145019531,-1.355869727230072,0.010576605796813965,0.05332098436355581,0.010576605796813965,0.019463436524073265,0.007163338283851144,4,5,5,to,1.26,3.32,2.29,
T,1,5,5,6,11,11,missing,0.9154505133628845,-1.355517860031128,0.006674706935882568,0.05367285156249979,0.006674706935882568,0.0156201821962992,0.005748863978315761,5,6,6,have,3.32,3.46,3.3899999999999997,
V,4,9,12,10|11|12|13,11,11,missing,0.9217448234558105,-1.4236207037925719,0.00038039684295654297,0.014429992198944142,0.00038039684295654297,0.0027853955427805666,0.04567866392173176,1,10,13,,4.14,4.86,4.5,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank01.png
V,3,3,5,4|5|6,11,11,missing,0.9207368493080139,-1.403031531906128,0.0013883709907531738,0.006159179687499794,0.0013883709907531738,0.002414900938669806,0.039602794894851606,2,4,6,,0.88,3.46,2.17,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank02.png
V,3,1,3,2|3|4,11,11,missing,0.9209617972373962,-1.404791297531128,0.0011634230613708496,0.0043994140624996625,0.0011634230613708496,0.0018966587384541267,0.031103961989389542,3,2,4,,0.64,1.26,0.95,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_11\vision_rank03.png
A,4,38,41,39|40|41|42,12,12,missing,0.8734081983566284,-1.110030555343628,0.004095673561096191,0.0211171874999998,0.004095673561096191,0.007615204811096158,0.022506831222710466,1,39,42,,11.5,12.3,11.9,
A,4,22,25,23|24|25|26,12,12,missing,0.8834641575813293,-1.1686307291746139,-0.005960285663604736,0.03748298633098601,0.0,0.006247164388497668,0.01846357097416074,2,23,26,,7.7,8.43,8.065,
A,4,11,14,12|13|14|15,12,12,missing,0.8738394379615784,-1.1184774088621139,0.0036644339561462402,0.01267033398151396,0.0036644339561462402,0.005776156286398567,0.017071500751305143,3,12,15,,4.06,5.76,4.91,
T,4,36,39,38|39|40|41,12,12,missing,0.746336042881012,-0.5790212242960929,0.13116782903671265,0.5521265185475349,0.13116782903671265,0.22318891546130182,0.04556728707192058,1,38,41,scores is very low,11.24,12.1,11.67,
T,1,39,39,41,12,12,missing,0.7548556327819824,-0.5756337506532669,0.12264823913574219,0.5555139921903609,0.12264823913574219,0.21523390450080232,0.04394315503405418,2,41,41,low,11.9,12.1,12.0,
T,4,31,34,32|33|34|35|36,12,12,missing,0.8487561345100403,-0.9790159830808639,0.028747737407684326,0.15213175976276394,0.028747737407684326,0.054103030701478316,0.011045926390832132,3,32,36,"credit sag , and",9.4,10.82,10.11,
T,4,20,23,21|22|23|24,12,12,missing,0.8494157195091248,-0.9949418405056,0.028088152408599854,0.13620590233802787,0.028088152408599854,0.050789136131604504,0.010369346261933653,4,21,24,perhaps by fault of,7.02,8.14,7.58,
T,4,12,15,13|14|15|16,12,12,missing,0.8542516231536865,-1.0011890944004058,0.023252248764038086,0.12995864844322202,0.023252248764038086,0.044912023504575085,0.009169447612503222,5,13,16,by no fault of,4.8,5.92,5.359999999999999,
V,4,26,29,27|28|29|30,12,12,missing,0.8791338205337524,-1.157368293619156,-0.001629948616027832,0.026220550775528206,0.0,0.0043700917959213674,0.03335812268051732,1,27,30,,8.43,9.2,8.815,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank01.png
V,3,29,31,30|31|32,12,12,missing,0.8768725991249084,-1.1419702369928362,0.0006312727928161621,0.010822494149208328,0.0006312727928161621,0.002435021817684217,0.018587196863886643,2,30,32,,9.0,9.72,9.36,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank02.png
V,4,12,15,13|14|15|16,12,12,missing,0.876790463924408,-1.1234047311306,0.0007134079933166504,0.007743011713027936,0.0007134079933166504,0.0020039099454879734,0.015296400378748333,3,13,16,,4.8,5.92,5.359999999999999,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_12\vision_rank03.png
A,4,0,3,1|2|3|4,13,13,missing,0.6999947428703308,0.12169538337886335,0.0030274391174316406,0.00898581127822401,0.0030274391174316406,0.0045250743304689756,0.034436775717062044,1,1,4,,0.0,0.94,0.47,
A,4,21,24,22|23|24|25,13,13,missing,0.7001357078552246,0.13775324470698835,0.002886474132537842,0.007072050049900996,0.002886474132537842,0.004065149140854675,0.030936647444089912,2,22,25,,6.02,6.96,6.49,
A,2,17,18,18|19,13,13,missing,0.7013249397277832,0.12469798884689812,0.001697242259979248,0.0059832058101892405,0.001697242259979248,0.0026944432283441217,0.02050528463412592,3,18,19,,4.82,5.08,4.95,
T,4,4,7,5|6|7|8,13,13,missing,0.6725943088531494,0.13582851448059086,0.030427873134613037,0.005147319823503499,0.030427873134613037,0.03128575977186362,0.03915451937434134,1,5,8,could take a set,0.94,1.54,1.24,
T,4,1,4,2|3|4|5,13,13,missing,0.6771489381790161,0.1283165095984936,0.025873243808746338,0.0023646850585937462,0.025873243808746338,0.026267357985178628,0.032873926816646776,2,2,5,"example , i could",0.12,1.08,0.6000000000000001,
T,1,4,4,5,13,13,missing,0.682452917098999,0.12239930573999885,0.020569264888763428,0.008281888917088503,0.020569264888763428,0.02194957970827818,0.02747017333807373,3,5,5,could,0.94,1.08,1.01,
T,1,22,22,23,13,13,missing,0.6932210326194763,0.11676804768443111,0.009801149368286133,0.013913146972656248,0.009801149368286133,0.012120007197062174,0.015168340487013189,4,23,23,two,6.42,6.7,6.5600000000000005,
T,4,15,18,16|17|18|19,13,13,missing,0.6955103278160095,0.10767226448059085,0.00751185417175293,0.02300893017649651,0.00751185417175293,0.01134667586783568,0.014200506663133508,5,16,19,i can find a,4.65,5.08,4.865,
V,4,4,7,5|6|7|8,13,13,missing,0.7005302309989929,0.11922072639465334,0.0024919509887695312,0.01146046826243402,0.0024919509887695312,0.004402029032508535,0.024456469525045432,1,5,8,,0.94,1.54,1.24,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank01.png
V,4,9,12,10|11|12|13,13,13,missing,0.7015591859817505,0.11499728620946409,0.0014629960060119629,0.015683908447623268,0.0014629960060119629,0.004076980747282508,0.02265059014008633,2,10,13,,1.7,4.0,2.85,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank02.png
V,1,24,24,25,13,13,missing,0.7010090947151184,0.1374342979282141,0.002013087272644043,0.0067531032711267425,0.002013087272644043,0.0031386044844985,0.017437228232583143,3,25,25,,6.84,6.96,6.9,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_13\vision_rank03.png
A,4,26,29,27|28|29|30,14,14,missing,0.6197146773338318,0.2281612171173096,0.013055205345153809,0.027254375487566013,0.013055205345153809,0.017597601259748144,0.02818375838679849,1,27,30,,7.025,8.506666666666666,7.765833333333333,
A,4,31,34,32|33|34|35,14,14,missing,0.6217712759971619,0.2208581736624241,0.01099860668182373,0.019951332032680513,0.01099860668182373,0.014323828687270482,0.022940588375492146,2,32,35,,8.653333333333334,9.56,9.106666666666667,
A,4,9,12,10|11|12|13,14,14,missing,0.6228691339492798,0.18118646272420885,0.00990074872970581,0.01972037890553474,0.00990074872970581,0.013187478547294934,0.021120646139323202,3,10,13,,1.98,2.36,2.17,
T,3,9,11,11|12|13|14|15,14,14,missing,0.5847671627998352,0.2716934246361256,0.04800271987915039,0.07078658300638202,0.04800271987915039,0.059800483713547396,0.024531419008007756,1,11,15,vettese limited and,2.0,3.28,2.6399999999999997,
T,4,1,4,2|3|4|5,14,14,missing,0.5820496678352356,0.2537218020796776,0.05072021484375,0.052814960449934,0.05072021484375,0.059522708252072336,0.02441746965822944,2,2,5,is the co -,0.66,0.96,0.81,
T,4,18,21,22|23|24|25|26,14,14,missing,0.5826739072799683,0.2507741892874241,0.050095975399017334,0.04986734765768053,0.050095975399017334,0.058407200008630755,0.02395986466195827,3,22,26,final examination ( ufe,5.44,7.025,6.2325,
T,3,4,6,5|6|7,14,14,missing,0.5884160399436951,0.23849984016418457,0.04435384273529053,0.03759299853444098,0.04435384273529053,0.05061934249103069,0.02076512134091671,4,5,7,- founder of,0.86,1.52,1.19,
T,4,6,9,7|8|9|10|11|12|13,14,14,missing,0.5942082405090332,0.2674039959251881,0.03856164216995239,0.0664971542954445,0.03856164216995239,0.04964450121919314,0.020365220901644367,5,7,13,of rossen and vettese,1.22,2.36,1.79,
V,4,28,31,29|30|31|32,14,14,missing,0.6422734260559082,0.19193203962743285,-0.009503543376922607,0.008974802002310739,0.0,0.0014958003337184566,0.02324917989990571,1,29,32,,8.1,8.8,8.45,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank01.png
V,3,0,2,1|2|3,14,14,missing,0.6448239088058472,0.19208600837886336,-0.012054026126861572,0.008820833250880233,0.0,0.0014701388751467055,0.022850324615961835,2,1,3,,0.0,0.76,0.38,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank02.png
V,4,13,16,14|15|16|17,14,14,missing,0.6432732939720154,0.1938237957298756,-0.010503411293029785,0.007083045899867996,0.0,0.0011805076499779993,0.018348595135906257,3,14,17,,2.36,3.68,3.02,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_14\vision_rank03.png
A,4,0,3,1|2|3|4,15,15,missing,0.7771167159080505,0.8318707581400872,0.02029705047607422,0.09573134666681293,0.02029705047607422,0.036252274920543046,0.04282374223624015,1,1,4,,6.0,6.98,6.49,
A,4,4,7,5|6|7|8,15,15,missing,0.7868460416793823,0.8711575471997262,0.010567724704742432,0.05644455760717393,0.010567724704742432,0.01997515097260475,0.02359605619938827,2,5,8,,6.98,7.3143125,7.14715625,
A,4,11,14,12|13|14|15,15,15,missing,0.7887231111526489,0.8814521868467331,0.00869065523147583,0.046149917960166986,0.00869065523147583,0.016382308224836994,0.01935193711822782,3,12,15,,7.3143125,7.3143125,7.3143125,
T,4,15,18,18|19|20|21,15,15,missing,0.6561122536659241,0.6818068089127541,0.14130151271820068,0.24579529589414595,0.14130151271820068,0.182267395367225,0.05913327075744833,1,18,21,power to transform lives,7.3143125,7.3143125,7.3143125,
T,1,16,16,19,15,15,missing,0.72013920545578,0.7807495882153511,0.07727456092834473,0.14685251659154896,0.07727456092834473,0.10174998036026955,0.03301089109265234,2,19,19,to,7.3143125,7.3143125,7.3143125,
T,4,12,15,15|16|17|18,15,15,missing,0.7356275916099548,0.8325747073531151,0.06178617477416992,0.09502739745378497,0.06178617477416992,0.07762407434980075,0.025183689033219502,3,15,18,believed in its power,7.3143125,7.3143125,7.3143125,
T,1,17,17,20,15,15,missing,0.7531503438949585,0.8237318958282471,0.04426342248916626,0.10387020897865296,0.04426342248916626,0.061575123985608424,0.019976905201439975,4,20,20,transform,7.3143125,7.3143125,7.3143125,
T,3,8,10,9|10|11|12|13,15,15,missing,0.7530698180198669,0.8579153216123582,0.04434394836425781,0.06968678319454191,0.04434394836425781,0.0559584122300148,0.018154667404378745,5,9,13,prioritize education because,7.3143125,7.3143125,7.3143125,
V,4,2,5,3|4|5|6,15,15,missing,0.7895519137382507,0.9005896380186081,0.007861852645874023,0.027012466788291944,0.007861852645874023,0.012363930443922682,0.05710606032956656,1,3,6,,6.48,7.29,6.885,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank01.png
V,4,5,8,6|7|8|9,15,15,missing,0.7932295799255371,0.9217947923183442,0.0041841864585876465,0.005807312488555927,0.0041841864585876465,0.005152071873346968,0.023796197217061506,2,6,9,,7.28,7.3143125,7.2971562500000005,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank02.png
V,3,0,2,1|2|3,15,15,missing,0.7940486073493958,0.9171313704490662,0.003365159034729004,0.010470734357833855,0.003365159034729004,0.005110281427701313,0.023603177066951128,3,1,3,,6.0,6.74,6.37,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_15\vision_rank03.png
A,3,0,2,1|2|3,16,16,missing,0.9414951801300049,-1.9344807506561281,0.0033579468727111816,0.030795898437499858,0.0033579468727111816,0.008490596612294492,0.08748447073677365,1,1,3,,0.0,0.62,0.31,
A,3,8,10,9|10|11,16,16,missing,0.9443724155426025,-1.940463781929016,0.0004807114601135254,0.02481286716461195,0.0004807114601135254,0.004616189320882184,0.04756378120394413,2,9,11,,1.62,2.44,2.0300000000000002,
A,4,3,6,4|5|6|7,16,16,missing,0.9465472102165222,-1.9888575514316558,-0.0016940832138061523,0.023580902338027787,0.0,0.003930150389671298,0.04049504910626094,3,4,7,,0.62,1.1700000000000002,0.895,
T,4,7,10,8|9|10|11,16,16,missing,0.9224563837051392,-1.6763231119871138,0.022396743297576904,0.28895353710651417,0.022396743297576904,0.0705556661486626,0.054568569149470746,1,8,11,is a terrible movie,1.1700000000000002,2.44,1.8050000000000002,
T,4,3,6,4|5|6|7,16,16,missing,0.9226862192153931,-1.7461858287811278,0.022166907787322998,0.21909082031250016,0.022166907787322998,0.058682044506073026,0.04538537268877681,2,4,7,"a terrible , this",0.62,1.1700000000000002,0.895,
T,4,0,3,1|2|3|4,16,16,missing,0.9254546761512756,-1.7614957037925723,0.01939845085144043,0.20378094530105573,0.01939845085144043,0.053361941734949715,0.041270743605172924,3,1,4,it ' s a,0.0,0.78,0.39,
T,2,6,7,7|8,16,16,missing,0.9346336722373962,-1.865497809267044,0.010219454765319824,0.09977883982658398,0.010219454765319824,0.02684926140308382,0.020765529651429238,4,7,8,this is,1.16,1.62,1.3900000000000001,
T,1,9,9,10,16,16,missing,0.9388672709465027,-1.8783441842556,0.005985856056213379,0.08693246483802808,0.005985856056213379,0.020474600195884728,0.015835292862840914,5,10,10,terrible,1.76,2.06,1.9100000000000001,
V,4,4,7,5|6|7|8,16,16,missing,0.94661545753479,-2.003111610031128,-0.0017623305320739746,0.03783496093749994,0.0,0.006305826822916656,0.056107585348258195,1,5,8,,0.78,1.62,1.2000000000000002,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank01.png
V,4,7,10,8|9|10|11,16,16,missing,0.9462548494338989,-1.995544531917572,-0.0014017224311828613,0.030267882823943992,0.0,0.005044647137323999,0.04488594085403946,2,8,11,,1.1700000000000002,2.44,1.8050000000000002,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank02.png
V,4,0,3,1|2|3|4,16,16,missing,0.9451915621757507,-1.988505469417572,-0.00033843517303466797,0.02322882032394391,0.0,0.003871470053990652,0.03444732032413083,3,1,4,,0.0,0.78,0.39,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_16\vision_rank03.png
A,4,7,10,8|9|10|11,17,17,missing,0.9045658111572266,1.1899830091238024,-0.0041106343269348145,0.027892242193222394,0.0,0.004648707032203732,0.03490273861931677,1,8,11,,3.08,5.08,4.08,
A,3,17,19,18|19|20,17,17,missing,0.9001398682594299,1.136926139974594,0.0003153085708618164,0.02516462695598598,0.0003153085708618164,0.0045094130635261465,0.0338569121246976,2,18,20,,7.6,8.22,7.91,
A,4,0,3,1|2|3|4,17,17,missing,0.8996445536613464,1.174233192706108,0.0008106231689453125,0.012142425775528043,0.0008106231689453125,0.0028343607981999863,0.021280530996489914,3,1,4,,0.0,2.12,1.06,
T,4,9,12,10|11|12|13,17,17,missing,0.8388097286224365,0.8865994798183442,0.061645448207855225,0.2754912871122358,0.061645448207855225,0.1075606627265612,0.040078373213667425,1,10,13,"simple , easy and",4.44,6.6,5.52,
T,4,12,15,13|14|15|16,17,17,missing,0.8577104210853577,0.99491313996315,0.04274475574493408,0.16717762696743,0.04274475574493408,0.07060769357283908,0.02630926049574912,2,13,16,and will make people,6.58,7.34,6.96,
T,4,6,9,7|8|9|10,17,17,missing,0.8651525378227234,1.0248290481805804,0.03530263900756836,0.1372617187499996,0.03530263900756836,0.05817959213256829,0.021678403124344235,3,7,10,your presentations is simple,2.94,4.76,3.8499999999999996,
T,4,19,22,20|21|22|23,17,17,missing,0.8727318644523621,1.0530733723878862,0.027723312377929688,0.10901739454269377,0.027723312377929688,0.04589287813504532,0.01710022838388017,4,20,23,into a design guru,7.98,8.79,8.385,
T,4,15,18,16|17|18|19,17,17,missing,0.8728165030479431,1.109209831380844,0.027638673782348633,0.05288093554973594,0.027638673782348633,0.036452163040637954,0.013582506445708001,5,16,19,people think you turned,7.08,7.98,7.53,
V,4,16,19,17|18|19|20,17,17,missing,0.9025603532791138,1.196494270825386,-0.0021051764488220215,0.034403503894806065,0.0,0.005733917315801011,0.024844879269452086,1,17,20,,7.34,8.22,7.78,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank01.png
V,4,10,13,11|12|13|14,17,17,missing,0.9023218154907227,1.1959662552118302,-0.0018666386604309082,0.0338754882812502,0.0,0.0056459147135417,0.024463566824903037,2,11,14,,4.76,6.9,5.83,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank02.png
V,4,19,22,20|21|22|23,17,17,missing,0.9011058807373047,1.193854622387886,-0.0006507039070129395,0.03176385545730609,0.0,0.005293975909551015,0.022938627309070057,3,20,23,,7.98,8.79,8.385,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_17\vision_rank03.png
A,4,12,15,13|14|15|16,18,18,missing,0.5500490069389343,-0.38815268278717996,0.011204242706298828,0.020743248045444473,0.011204242706298828,0.014661450713872906,0.030084702598589093,1,13,16,,3.94,6.47,5.205,
A,4,3,6,4|5|6|7,18,18,missing,0.5505023002624512,-0.3925081134498119,0.010750949382781982,0.01638781738281253,0.010750949382781982,0.013482252279917404,0.027665035208055532,2,4,7,,0.8,1.92,1.3599999999999999,
A,4,0,3,1|2|3|4,18,18,missing,0.5571234822273254,-0.39323402751088143,0.004129767417907715,0.015661903321742998,0.004129767417907715,0.006740084638198215,0.01383038048462999,3,1,4,,0.0,1.1,0.55,
T,4,24,27,29|30|31|32,18,18,missing,0.33395564556121826,-0.1554676757067442,0.2272976040840149,0.25342825512588024,0.2272976040840149,0.26953564660499496,0.060225642485895556,1,29,32,denied msc certification based,8.96,11.3,10.13,
T,1,24,24,29,18,18,missing,0.3834763765335083,-0.17169052848815916,0.17777687311172485,0.23720540234446527,0.17777687311172485,0.2173111068358024,0.04855647552877242,2,29,29,denied,8.96,9.36,9.16,
T,4,21,24,26|27|28|29,18,18,missing,0.397288054227829,-0.18819932707250117,0.16396519541740417,0.22069660376012326,0.16396519541740417,0.20074796271075807,0.04485556988203562,3,26,29,fishery has been denied,8.14,9.36,8.75,
T,4,33,36,38|39|40|41,18,18,missing,0.4992850422859192,-0.3303224064171314,0.061968207359313965,0.07857352441549303,0.061968207359313965,0.07506379476189613,0.016772420731383953,4,38,41,fishery has failed to,12.16,13.2,12.68,
T,2,27,28,32|33,18,18,missing,0.5071688890457153,-0.31230680046081544,0.05408436059951782,0.096589130371809,0.05408436059951782,0.07018254899481932,0.015681744354598133,5,32,33,based on,10.900000000000002,11.54,11.22,
V,4,41,44,42|43|44|45,18,18,missing,0.5539535880088806,-0.41382327995300294,0.007299661636352539,0.00492734912037851,0.007299661636352539,0.008120886489748957,0.01740634561852286,1,42,45,,13.2,14.76,13.98,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank01.png
V,4,32,35,33|34|35|36,18,18,missing,0.5544207692146301,-0.40418855241537094,0.006832480430603027,0.004707378417253494,0.006832480430603027,0.007617043500145276,0.01632640622698205,2,33,36,,11.3,12.04,11.67,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank02.png
V,4,44,47,45|46|47|48,18,18,missing,0.5551323890686035,-0.4118435436248779,0.006120860576629639,0.0029476127922534734,0.006120860576629639,0.006612129375338551,0.014172468649427998,3,45,48,,13.98,15.22,14.600000000000001,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_18\vision_rank03.png
A,4,6,9,7|8|9|10,19,19,missing,0.42233824729919434,0.33755263167023664,0.005765855312347412,0.03286362841725349,0.005765855312347412,0.011243126715222995,0.028309462602021825,1,7,10,,2.66,3.68,3.17,
A,4,14,17,15|16|17|18,19,19,missing,0.4494549334049225,0.4269927141904831,-0.021350830793380737,0.056576454102993,0.0,0.0094294090171655,0.023742639275707886,2,15,18,,5.3,6.74,6.02,
A,4,21,24,22|23|24|25,19,19,missing,0.4239799678325653,0.3437118382096291,0.00412413477897644,0.02670442187786104,0.00412413477897644,0.008574871758619946,0.021590969978049365,3,22,25,,7.78,9.12,8.45,
T,2,1,2,2|3,19,19,missing,0.2601853907108307,-0.05367899522408841,0.16791871190071106,0.42409525531157855,0.16791871190071106,0.2386012544526408,0.02896863630836226,1,2,3,are surprisingly,0.64,1.52,1.08,
T,4,29,32,33|34|35|36,19,19,missing,0.2707839012145996,-0.02198877856452016,0.15732020139694214,0.39240503865201026,0.15732020139694214,0.2227210411722772,0.027040615753426797,2,33,36,for the most part,11.32,11.86,11.59,
T,3,16,18,19|20|21,19,19,missing,0.29344508051872253,0.01606959095746281,0.1346590220928192,0.3543466691300273,0.1346590220928192,0.1937168002811571,0.02351920381574665,3,19,21,out there love,6.74,7.78,7.26,
T,1,31,31,35,19,19,missing,0.32089054584503174,0.14166873396337035,0.10721355676651001,0.22874752612411978,0.10721355676651001,0.1453381444538633,0.017645539450639652,4,35,35,most,11.56,11.72,11.64,
T,3,14,16,16|17|18|19,19,19,missing,0.33843281865119934,0.16157609602212908,0.08967128396034241,0.20884016406536104,0.08967128396034241,0.12447797797123591,0.015112901566763542,5,16,19,some haters out,5.88,6.9,6.390000000000001,
V,4,33,36,34|35|36|37,19,19,missing,0.45666638016700745,0.4113748211205006,-0.028562277555465698,0.04095856103301049,0.0,0.006826426838835081,0.027354511053083782,1,34,37,,11.44,12.0,11.719999999999999,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank01.png
V,4,30,33,31|32|33|34,19,19,missing,0.45657968521118164,0.40666741585135463,-0.028475582599639893,0.03625115576386451,0.0,0.006041859293977418,0.024210631819572195,2,31,34,,11.26,11.56,11.41,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank02.png
V,3,36,38,37|38|39,19,19,missing,0.44304928183555603,0.3980445750296116,-0.014945179224014282,0.02762831494212148,0.0,0.004604719157020247,0.018451796825900185,3,37,39,,11.86,12.92,12.39,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_19\vision_rank03.png
A,4,38,41,39|40|41|42,20,20,missing,0.7203392386436462,0.8245677415370941,0.0008826255798339844,0.021117187500000023,0.0008826255798339844,0.004402156829833989,0.028762700138604335,1,39,42,,9.1,9.59,9.344999999999999,
A,4,35,38,36|37|38|39,20,20,missing,0.7198626399040222,0.8298030550122262,0.0013592243194580078,0.01588187402486796,0.0013592243194580078,0.004006203323602667,0.026175629207514862,2,36,39,,8.64,9.2,8.92,
A,4,25,28,26|27|28|29,20,20,missing,0.7339794635772705,0.8642504886031152,-0.012757599353790283,0.018565559566021017,0.0,0.0030942599276701697,0.020217196681253383,3,26,29,,6.34,7.58,6.96,
T,4,15,18,16|17|18|19,20,20,missing,0.6502737998962402,0.7445423889994621,0.07094806432723999,0.10114254003763201,0.07094806432723999,0.08780515433351199,0.02499622956651613,1,16,19,"more , and we",3.44,4.713333333333333,4.076666666666666,
T,4,18,21,19|20|21|22,20,20,missing,0.6764956116676331,0.8035385745406152,0.04472625255584717,0.042146354496478966,0.04472625255584717,0.051750644971926996,0.014732290054638084,2,19,22,we ' ll have,4.64,5.08,4.859999999999999,
T,4,0,3,1|2|3|4,20,20,missing,0.6836036443710327,0.7969394534468651,0.03761821985244751,0.048745475590229015,0.03761821985244751,0.04574246578415234,0.013021891304196384,3,1,4,"and of course ,",0.0,0.98,0.49,
T,4,39,42,40|41|42|43,20,20,missing,0.6859980225563049,0.7890204544305802,0.03522384166717529,0.056664474606513915,0.03522384166717529,0.04466792076826095,0.012715991564019903,4,40,43,the day today .,9.2,9.72,9.46,
T,4,23,26,24|25|26|27,20,20,missing,0.687106192111969,0.8048144153594972,0.03411567211151123,0.040870513677596976,0.03411567211151123,0.040927424391110724,0.011651153094733323,5,24,27,live updates and a,5.44,6.84,6.140000000000001,
V,4,11,14,12|13|14|15,20,20,missing,0.7129342555999756,0.8023067171216012,0.008287608623504639,0.04337821191549296,0.008287608623504639,0.015517310609420132,0.018931541838845795,1,12,15,,2.48,3.44,2.96,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank01.png
V,4,6,9,7|8|9|10,20,20,missing,0.7127071022987366,0.8042864534497262,0.008514761924743652,0.04139847558736798,0.008514761924743652,0.015414507855971649,0.01880611967794138,2,7,10,,1.58,2.22,1.9000000000000001,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank02.png
V,4,14,17,15|16|17|18,20,20,missing,0.7135127782821655,0.8048583450555802,0.007709085941314697,0.04082658398151395,0.007709085941314697,0.014513516604900356,0.017706885796798646,3,15,18,,3.16,4.64,3.9,D:\Desktop\shumo\E题数据\Q3_HybridFinal_outputs\representative_frames\sample_20\vision_rank03.png
