sample_index,sample_id,mode,modalities,pattern,target_missing_rate,actual_missing_rate,gap_count,segments_json
236,84140$_$0,A,audio,multi_gap,0.3863696681452172,0.1666666666666666,4,"[[4, 4], [9, 9], [16, 16], [19, 19]]"
237,84140$_$5,clean,,clean,0.0,0.0,0,[]
238,89835$_$1,A+V,audio+vision,multi_gap,0.068478992362424,0.05,1,"[[2, 2]]"
239,89835$_$0,A+V,audio+vision,multi_gap,0.0858840146518621,0.0666666666666666,1,"[[9, 9]]"
240,89835$_$4,A+V,audio+vision,long_block,0.3434213787583578,0.34,1,"[[11, 27]]"
241,89835$_$7,A,audio,multi_gap,0.3654087509229297,0.1162790697674418,4,"[[7, 7], [20, 21], [23, 23], [32, 32]]"
242,8eaYvALnJ0o$_$1,V,vision,multi_gap,0.3894952068446682,0.1923076923076923,4,"[[6, 6], [15, 16], [21, 21], [24, 24]]"
243,8eaYvALnJ0o$_$0,A+V,audio+vision,multi_gap,0.4083852958940824,0.25,4,"[[5, 5], [8, 8], [12, 12], [15, 15]]"
244,8x_nCOh6Wmc$_$6,A+V,audio+vision,multi_gap,0.3166160898487949,0.1428571428571428,4,"[[20, 20], [24, 26], [27, 27], [43, 44]]"
245,96642$_$1,clean,,clean,0.0,0.0,0,[]
246,96642$_$3,A,audio,multi_gap,0.3279427842430403,0.2105263157894736,4,"[[4, 4], [5, 5], [13, 13], [16, 16]]"
247,96642$_$2,A+V,audio+vision,multi_gap,0.3580816104355734,0.35,4,"[[4, 7], [13, 13], [14, 14], [16, 16]]"
248,96642$_$4,A+V,audio+vision,multi_gap,0.2578129574281602,0.1621621621621621,4,"[[3, 4], [21, 22], [27, 27], [30, 30]]"
249,99501$_$10,A,audio,multi_gap,0.2350669864696556,0.1739130434782608,4,"[[4, 4], [7, 7], [10, 10], [17, 17]]"
250,99501$_$13,A,audio,multi_gap,0.4522240988847364,0.125,4,"[[11, 11], [17, 17], [26, 27], [30, 30]]"
251,99501$_$1,A+V,audio+vision,multi_gap,0.3210961172910755,0.25,4,"[[0, 1], [9, 9], [12, 12], [16, 16]]"
252,99501$_$0,V,vision,long_block,0.4094532391190902,0.3333333333333333,1,"[[0, 0]]"
253,99501$_$5,A,audio,multi_gap,0.3577664789813332,0.1463414634146341,4,"[[0, 1], [14, 14], [15, 16], [37, 37]]"
254,99501$_$7,A+V,audio+vision,multi_gap,0.260298316154767,0.25,4,"[[1, 1], [5, 5], [9, 10], [18, 18]]"
255,9QI-9w_VdB4$_$0,clean,,clean,0.0,0.0,0,[]
256,AG5EY8ZaFj4$_$3,A+V,audio+vision,long_block,0.1675182030000973,0.1578947368421052,1,"[[16, 18]]"
257,AG5EY8ZaFj4$_$15,A,audio,multi_gap,0.0939723457650822,0.1071428571428571,3,"[[6, 6], [18, 18], [22, 22]]"
258,Arh2TKRi_mg$_$15,A+V,audio+vision,long_block,0.30514471730144,0.32,1,"[[4, 11]]"
259,Arh2TKRi_mg$_$14,A,audio,multi_gap,0.3620574690542727,0.2083333333333333,4,"[[1, 1], [8, 8], [12, 12], [13, 14]]"
260,Arh2TKRi_mg$_$16,clean,,clean,0.0,0.0,0,[]
261,Arh2TKRi_mg$_$19,A+V,audio+vision,multi_gap,0.3200347966972994,0.217391304347826,4,"[[2, 2], [4, 5], [17, 17], [20, 20]]"
262,Arh2TKRi_mg$_$32,clean,,clean,0.0,0.0,0,[]
263,Arh2TKRi_mg$_$28,A+V,audio+vision,multi_gap,0.0779052121147404,0.0555555555555555,1,"[[7, 7]]"
264,Arh2TKRi_mg$_$3,clean,,clean,0.0,0.0,0,[]
265,AxNy9TeTLq8$_$0,A,audio,multi_gap,0.2371268730071784,0.175,4,"[[9, 12], [26, 26], [31, 31], [36, 36]]"
266,BSKAHXFYF_I$_$1,clean,,clean,0.0,0.0,0,[]
267,BSKAHXFYF_I$_$3,V,vision,multi_gap,0.1870096491151737,0.1470588235294117,4,"[[6, 6], [14, 14], [24, 25], [30, 30]]"
268,BSKAHXFYF_I$_$7,A+V,audio+vision,multi_gap,0.164911790579989,0.1875,3,"[[4, 4], [5, 5], [12, 12]]"
269,BSKAHXFYF_I$_$8,clean,,clean,0.0,0.0,0,[]
270,Baz0VVQ-E9E$_$10,V,vision,multi_gap,0.1004311524891764,0.0909090909090909,1,"[[0, 0]]"
271,Baz0VVQ-E9E$_$1,A+V,audio+vision,multi_gap,0.5113226961655539,0.2857142857142857,4,"[[0, 0], [4, 4], [9, 9], [10, 10]]"
272,Baz0VVQ-E9E$_$5,A+V,audio+vision,multi_gap,0.3996054229259935,0.4444444444444444,3,"[[3, 3], [4, 4], [6, 7]]"
273,Baz0VVQ-E9E$_$7,A,audio,multi_gap,0.229200852873728,0.25,4,"[[2, 2], [5, 6], [10, 10], [15, 15]]"
274,CJGuudyvA0Y$_$4,V,vision,long_block,0.3622189487312957,0.3658536585365853,1,"[[19, 33]]"
275,CPjbogfLHR4$_$2,A+V,audio+vision,multi_gap,0.2501802889278699,0.2777777777777778,4,"[[0, 0], [1, 2], [9, 9], [16, 16]]"
276,CPjbogfLHR4$_$5,A,audio,multi_gap,0.1565685777119379,0.1612903225806451,4,"[[13, 13], [16, 17], [28, 28], [29, 29]]"
277,DdUJojoFU_c$_$11,A,audio,long_block,0.5399416924754549,0.5384615384615384,1,"[[9, 22]]"
278,DdUJojoFU_c$_$15,A+V,audio+vision,multi_gap,0.5216518743867641,0.4444444444444444,4,"[[3, 3], [6, 7], [8, 11], [13, 13]]"
279,DdUJojoFU_c$_$14,A+V,audio+vision,multi_gap,0.2964160020559442,0.2,4,"[[2, 3], [12, 12], [14, 14], [17, 17]]"
280,DdUJojoFU_c$_$17,A+V,audio+vision,multi_gap,0.4399171520433725,0.2727272727272727,4,"[[4, 5], [7, 7], [15, 16], [18, 18]]"
281,DdUJojoFU_c$_$16,clean,,clean,0.0,0.0,0,[]
282,DdUJojoFU_c$_$2,A,audio,multi_gap,0.4277320020521042,0.1739130434782608,4,"[[12, 12], [13, 15], [16, 18], [31, 31]]"
283,DdUJojoFU_c$_$6,A,audio,multi_gap,0.3717450517280237,0.1764705882352941,4,"[[10, 11], [12, 12], [14, 14], [22, 23]]"
284,DdUJojoFU_c$_$8,V,vision,multi_gap,0.5434654818314557,0.3,4,"[[0, 2], [11, 11], [14, 16], [24, 25]]"
285,DlbYiwOnTyk$_$1,V,vision,multi_gap,0.2877628800140142,0.1818181818181818,4,"[[13, 13], [14, 14], [15, 15], [21, 21]]"
286,E8MuzHUhUHk$_$15,A+V,audio+vision,long_block,0.3087683696362281,0.3333333333333333,1,"[[8, 13]]"
287,E8MuzHUhUHk$_$14,A+V,audio+vision,multi_gap,0.244993493252363,0.2,4,"[[4, 4], [13, 13], [14, 14], [18, 18]]"
288,E8MuzHUhUHk$_$16,A,audio,multi_gap,0.4153256067222202,0.15625,4,"[[4, 4], [12, 13], [18, 18], [27, 27]]"
289,E8MuzHUhUHk$_$2,V,vision,multi_gap,0.1993004293710126,0.1785714285714285,4,"[[0, 0], [4, 4], [11, 11], [22, 23]]"
290,E8MuzHUhUHk$_$9,A,audio,multi_gap,0.5248598445482633,0.1481481481481481,4,"[[10, 10], [17, 17], [18, 18], [24, 24]]"
291,EEjCkc82oyk$_$7,A+V,audio+vision,long_block,0.4292276330883477,0.4166666666666667,1,"[[13, 22]]"
292,EEjCkc82oyk$_$9,A+V,audio+vision,multi_gap,0.1497808264246106,0.1304347826086956,3,"[[3, 3], [14, 14], [18, 18]]"
293,EQxkXiWAm08$_$8,A,audio,multi_gap,0.3544204796620895,0.2666666666666666,4,"[[0, 0], [4, 4], [12, 12], [13, 13]]"
294,ET1cU5_A2YM$_$1,clean,,clean,0.0,0.0,0,[]
295,ET1cU5_A2YM$_$3,A,audio,multi_gap,0.4742650615865591,0.2666666666666666,4,"[[2, 2], [4, 4], [13, 13], [14, 14]]"
296,ET1cU5_A2YM$_$6,V,vision,multi_gap,0.1286224126942172,0.1363636363636363,3,"[[0, 0], [2, 2], [20, 20]]"
297,EmmuWoCUgXs$_$22,clean,,clean,0.0,0.0,0,[]
298,EmmuWoCUgXs$_$7,V,vision,multi_gap,0.2317445078641084,0.1388888888888889,4,"[[5, 6], [9, 9], [12, 12], [19, 19]]"
299,Es9MkKsMsjU$_$10,clean,,clean,0.0,0.0,0,[]
300,Es9MkKsMsjU$_$12,A+V,audio+vision,long_block,0.3394714210304072,0.3421052631578947,1,"[[5, 17]]"
301,Es9MkKsMsjU$_$2,clean,,clean,0.0,0.0,0,[]
302,Es9MkKsMsjU$_$7,A,audio,multi_gap,0.1268778791809238,0.131578947368421,4,"[[0, 0], [21, 22], [31, 31], [34, 34]]"
303,Ezn3p5FWF_U$_$4,A,audio,multi_gap,0.302748731313427,0.1063829787234042,4,"[[2, 2], [5, 5], [32, 33], [37, 37]]"
304,F1U26PLiXjM$_$1,A+V,audio+vision,multi_gap,0.408987282213031,0.2608695652173913,4,"[[9, 10], [13, 13], [18, 19], [20, 20]]"
305,F6JV-K840EY$_$2,A+V,audio+vision,multi_gap,0.5048700941876092,0.2727272727272727,4,"[[2, 3], [5, 5], [9, 9], [19, 20]]"
306,FB_b1dm0SRY$_$10,A+V,audio+vision,multi_gap,0.25009629893859,0.1785714285714285,4,"[[7, 7], [10, 10], [19, 20], [27, 27]]"
307,FB_b1dm0SRY$_$0,V,vision,multi_gap,0.1305101558303786,0.1428571428571428,3,"[[3, 3], [13, 14], [19, 19]]"
308,FB_b1dm0SRY$_$6,A+V,audio+vision,multi_gap,0.1645746617490342,0.1333333333333333,1,"[[11, 12]]"
309,FB_b1dm0SRY$_$9,clean,,clean,0.0,0.0,0,[]
310,FB_b1dm0SRY$_$8,clean,,clean,0.0,0.0,0,[]
311,FxxJB8hBpyQ$_$1,V,vision,multi_gap,0.091715980654211,0.0869565217391304,2,"[[7, 7], [13, 13]]"
312,Fy0Uid9afM8$_$0,A+V,audio+vision,multi_gap,0.4156502145038855,0.2,4,"[[0, 0], [4, 4], [5, 5], [8, 8]]"
313,Fy0Uid9afM8$_$3,A+V,audio+vision,multi_gap,0.1140240229871292,0.0952380952380952,1,"[[3, 4]]"
314,Fy0Uid9afM8$_$5,clean,,clean,0.0,0.0,0,[]
315,Fy0Uid9afM8$_$4,A+V,audio+vision,multi_gap,0.3908469598269444,0.3636363636363636,3,"[[0, 1], [7, 7], [8, 8]]"
316,H1DpVwktfDQ$_$0,A+V,audio+vision,multi_gap,0.4321551233410458,0.4,4,"[[5, 5], [9, 10], [11, 11], [13, 14]]"
317,HGicRLwgtkM$_$1,A+V,audio+vision,multi_gap,0.3639151021457972,0.1891891891891892,4,"[[1, 1], [8, 11], [22, 22], [34, 34]]"
318,HGicRLwgtkM$_$3,A,audio,multi_gap,0.1238896325235004,0.1071428571428571,3,"[[12, 12], [18, 18], [24, 24]]"
319,HGicRLwgtkM$_$2,V,vision,multi_gap,0.3670422324222925,0.36,4,"[[1, 1], [5, 7], [10, 13], [21, 21]]"
320,HGicRLwgtkM$_$6,A+V,audio+vision,multi_gap,0.3236646066376547,0.217391304347826,4,"[[5, 5], [10, 10], [18, 18], [19, 20]]"
321,HmXXW45eZL4$_$1,clean,,clean,0.0,0.0,0,[]
322,HmXXW45eZL4$_$4,A+V,audio+vision,long_block,0.4344581087410497,0.45,1,"[[5, 13]]"
323,IM6HW1HwHhM$_$11,V,vision,multi_gap,0.5291449423200155,0.1851851851851851,4,"[[2, 2], [13, 13], [14, 14], [22, 23]]"
324,IM6HW1HwHhM$_$15,A+V,audio+vision,multi_gap,0.4621392764019515,0.1904761904761904,4,"[[10, 10], [12, 12], [17, 17], [18, 18]]"
325,IM6HW1HwHhM$_$17,A+V,audio+vision,long_block,0.4546379921236216,0.4444444444444444,1,"[[1, 12]]"
326,IUmxJNs2zaY$_$3,A+V,audio+vision,multi_gap,0.269889753169455,0.1470588235294117,4,"[[1, 1], [3, 4], [7, 7], [21, 21]]"
327,IUmxJNs2zaY$_$2,clean,,clean,0.0,0.0,0,[]
328,JAnRCQ9A0vI$_$1,clean,,clean,0.0,0.0,0,[]
329,JAnRCQ9A0vI$_$0,A,audio,multi_gap,0.1823912702493965,0.1666666666666666,1,"[[10, 11]]"
330,JAnRCQ9A0vI$_$3,V,vision,multi_gap,0.4305006534600842,0.1489361702127659,4,"[[15, 17], [29, 29], [30, 30], [34, 35]]"
331,JAnRCQ9A0vI$_$2,A,audio,multi_gap,0.2385548772695073,0.12,4,"[[12, 12], [19, 19], [43, 43], [46, 48]]"
332,JAnRCQ9A0vI$_$5,A+V,audio+vision,multi_gap,0.4169594605010296,0.1481481481481481,4,"[[4, 4], [12, 12], [24, 24], [25, 25]]"
333,JAnRCQ9A0vI$_$4,clean,,clean,0.0,0.0,0,[]
334,JAnRCQ9A0vI$_$8,V,vision,multi_gap,0.3414399616931418,0.12,4,"[[0, 0], [3, 3], [13, 15], [37, 37]]"
335,JOK1SSmPtFw$_$10,V,vision,multi_gap,0.1054608659571696,0.1052631578947368,2,"[[14, 14], [16, 16]]"
336,JOK1SSmPtFw$_$13,clean,,clean,0.0,0.0,0,[]
337,JOK1SSmPtFw$_$14,V,vision,long_block,0.5029959732504939,0.5294117647058824,1,"[[0, 8]]"
338,JOK1SSmPtFw$_$16,A,audio,multi_gap,0.4740089084323908,0.3529411764705882,4,"[[0, 2], [5, 5], [11, 11], [12, 12]]"
339,JOK1SSmPtFw$_$0,clean,,clean,0.0,0.0,0,[]
340,JOK1SSmPtFw$_$5,clean,,clean,0.0,0.0,0,[]
341,JOK1SSmPtFw$_$4,A,audio,multi_gap,0.4338547580685208,0.2857142857142857,4,"[[1, 1], [5, 5], [8, 8], [12, 12]]"
342,JOK1SSmPtFw$_$8,A,audio,multi_gap,0.4235018489400408,0.25,4,"[[2, 2], [7, 7], [12, 12], [14, 14]]"
343,JPT38CA3sGI$_$1,A+V,audio+vision,multi_gap,0.1749431706173577,0.15,3,"[[8, 8], [9, 9], [15, 15]]"
344,JPT38CA3sGI$_$0,A+V,audio+vision,multi_gap,0.2689777203708006,0.2777777777777778,4,"[[0, 1], [2, 2], [8, 8], [16, 16]]"
345,JPT38CA3sGI$_$5,A,audio,multi_gap,0.4844524090173077,0.3888888888888889,4,"[[2, 5], [8, 8], [16, 16], [17, 17]]"
346,JVpF99zuQhA$_$0,A+V,audio+vision,multi_gap,0.4733477893100535,0.4583333333333333,4,"[[3, 6], [10, 11], [13, 13], [16, 19]]"
347,JVpF99zuQhA$_$2,A+V,audio+vision,multi_gap,0.4853441391718052,0.2413793103448276,4,"[[3, 3], [5, 8], [10, 10], [15, 15]]"
348,JVpF99zuQhA$_$4,A+V,audio+vision,multi_gap,0.1047698035506484,0.1176470588235294,2,"[[0, 0], [8, 8]]"
349,K0m1tO3Ybyc$_$15,clean,,clean,0.0,0.0,0,[]
350,K0m1tO3Ybyc$_$8,clean,,clean,0.0,0.0,0,[]
351,K8gp7ncdUl8$_$5,V,vision,multi_gap,0.0892729917262341,0.081081081081081,1,"[[19, 21]]"
352,KDjl2exStlI$_$10,A+V,audio+vision,long_block,0.2660427609313986,0.2941176470588235,1,"[[12, 16]]"
353,KDjl2exStlI$_$13,A,audio,multi_gap,0.1560896178375388,0.125,2,"[[7, 7], [11, 11]]"
354,KDjl2exStlI$_$5,V,vision,multi_gap,0.0892550951584609,0.1111111111111111,1,"[[3, 4]]"
355,KDjl2exStlI$_$4,A,audio,multi_gap,0.1981880934405426,0.2,4,"[[0, 0], [3, 4], [7, 7], [16, 16]]"
356,KkKWFZZmmCM$_$1,A+V,audio+vision,multi_gap,0.4662984200699634,0.1333333333333333,4,"[[5, 5], [17, 17], [23, 23], [27, 27]]"
357,KpMCvUyQCXg$_$1,V,vision,multi_gap,0.1796983071914994,0.1923076923076923,3,"[[0, 0], [3, 4], [14, 15]]"
358,KpMCvUyQCXg$_$3,A+V,audio+vision,long_block,0.5216179581519895,0.5333333333333333,1,"[[1, 8]]"
359,KpMCvUyQCXg$_$5,V,vision,multi_gap,0.2938204231527996,0.1818181818181818,4,"[[2, 2], [9, 9], [14, 14], [21, 21]]"
360,L1eFHRQGFeg$_$2,A+V,audio+vision,long_block,0.2243225991561138,0.2272727272727272,1,"[[0, 9]]"
361,MCsvw5-7lVE$_$1,A+V,audio+vision,multi_gap,0.3142051307803186,0.1,4,"[[0, 0], [14, 14], [25, 25], [34, 34]]"
362,MCsvw5-7lVE$_$2,A+V,audio+vision,multi_gap,0.2804006379045702,0.2,4,"[[9, 9], [11, 11], [13, 13], [20, 21]]"
363,MCsvw5-7lVE$_$4,A,audio,long_block,0.2579666485543683,0.25,1,"[[3, 6]]"
364,MMpo2bDk-DU$_$10,A+V,audio+vision,long_block,0.0842325269034424,0.1,1,"[[9, 10]]"
365,MMpo2bDk-DU$_$17,V,vision,multi_gap,0.4077011022245227,0.1176470588235294,4,"[[8, 8], [9, 9], [26, 26], [33, 33]]"
366,MMpo2bDk-DU$_$16,A+V,audio+vision,multi_gap,0.2845209303460182,0.2272727272727272,4,"[[1, 2], [7, 7], [8, 8], [21, 21]]"
367,MMpo2bDk-DU$_$19,V,vision,multi_gap,0.2334049574827826,0.1851851851851851,4,"[[5, 5], [18, 18], [19, 19], [20, 21]]"
368,MjaaudUc5-4$_$1,clean,,clean,0.0,0.0,0,[]
369,MjaaudUc5-4$_$0,A+V,audio+vision,multi_gap,0.1440022314360298,0.125,1,"[[2, 2]]"
370,MjaaudUc5-4$_$3,A,audio,multi_gap,0.4764824824087425,0.3333333333333333,4,"[[1, 2], [5, 5], [8, 9], [14, 14]]"
371,MjaaudUc5-4$_$6,A,audio,multi_gap,0.3251323610758198,0.3333333333333333,4,"[[0, 0], [2, 2], [6, 6], [8, 8]]"
372,MoQmPA7Q07Q$_$1,A,audio,multi_gap,0.2539485626809765,0.25,4,"[[2, 2], [3, 6], [10, 10], [26, 26]]"
373,MoQmPA7Q07Q$_$2,A+V,audio+vision,long_block,0.3585902561076999,0.34375,1,"[[4, 14]]"
374,N1X63d_jgmw$_$5,V,vision,multi_gap,0.5431187320747548,0.108695652173913,4,"[[10, 10], [14, 14], [15, 15], [21, 22]]"
375,N5xfBtD6rLY$_$7,clean,,clean,0.0,0.0,0,[]
376,NoZsdSGnNpI$_$7,A,audio,multi_gap,0.4227513394075984,0.1,4,"[[5, 5], [16, 16], [19, 19], [34, 34]]"
377,Nrurc5sMUOE$_$5,V,vision,multi_gap,0.3499860070725055,0.1020408163265306,4,"[[0, 0], [6, 6], [14, 15], [48, 48]]"
378,Nrurc5sMUOE$_$7,A,audio,multi_gap,0.3508355593985088,0.3529411764705882,4,"[[1, 2], [6, 7], [8, 8], [15, 15]]"
379,Nrurc5sMUOE$_$8,A+V,audio+vision,multi_gap,0.3097587819113344,0.1025641025641025,4,"[[3, 3], [6, 6], [14, 14], [24, 24]]"
380,NzvNW7vP-Co$_$5,A+V,audio+vision,multi_gap,0.3848331336817938,0.0816326530612244,4,"[[4, 4], [10, 10], [25, 25], [43, 43]]"
381,NzvNW7vP-Co$_$4,clean,,clean,0.0,0.0,0,[]
382,NzvNW7vP-Co$_$7,A+V,audio+vision,multi_gap,0.3233200506430757,0.125,4,"[[16, 17], [18, 18], [24, 24], [31, 31]]"
383,OLP0nCKwU6k$_$6,A,audio,multi_gap,0.4898268121103533,0.1632653061224489,4,"[[10, 11], [13, 13], [18, 18], [27, 30]]"
384,OrYBtyO0aPI$_$1,clean,,clean,0.0,0.0,0,[]
385,OrYBtyO0aPI$_$4,clean,,clean,0.0,0.0,0,[]
386,PboaYD5hlG8$_$10,A+V,audio+vision,multi_gap,0.4890563707186291,0.5,3,"[[1, 4], [8, 9], [12, 15]]"
387,PboaYD5hlG8$_$3,clean,,clean,0.0,0.0,0,[]
388,PboaYD5hlG8$_$2,V,vision,multi_gap,0.5130541362788253,0.3333333333333333,4,"[[0, 1], [10, 10], [13, 14], [15, 15]]"
389,PboaYD5hlG8$_$7,A+V,audio+vision,multi_gap,0.3585513567496258,0.1351351351351351,4,"[[1, 1], [2, 2], [12, 13], [33, 33]]"
390,PboaYD5hlG8$_$9,V,vision,multi_gap,0.1859909232356726,0.1764705882352941,3,"[[10, 10], [22, 22], [28, 31]]"
391,PboaYD5hlG8$_$8,A,audio,multi_gap,0.3126390649240751,0.2,4,"[[19, 19], [20, 23], [24, 24], [27, 27]]"
392,Pt-D0LUHDSc$_$2,V,vision,multi_gap,0.5234382997013454,0.1481481481481481,4,"[[3, 3], [4, 4], [7, 7], [11, 11]]"
393,PwapK9d8IGk$_$4,V,vision,multi_gap,0.4557398843878589,0.1276595744680851,4,"[[0, 0], [21, 22], [34, 35], [36, 36]]"
394,PyQrAYl1bFs$_$0,A+V,audio+vision,multi_gap,0.33371298404223,0.3636363636363636,1,"[[0, 3]]"
395,PyQrAYl1bFs$_$3,A+V,audio+vision,long_block,0.3496095678452927,0.375,1,"[[4, 9]]"
396,PyQrAYl1bFs$_$4,A,audio,multi_gap,0.2266254691038544,0.238095238095238,4,"[[2, 3], [4, 4], [8, 8], [15, 15]]"
397,Q4WzApjaCNI$_$0,A+V,audio+vision,multi_gap,0.4749256157221483,0.2666666666666666,4,"[[0, 0], [3, 3], [6, 6], [10, 10]]"
398,Q7S0tX4FUNA$_$4,V,vision,long_block,0.2707018424126184,0.25,1,"[[11, 15]]"
399,Q7S0tX4FUNA$_$7,V,vision,long_block,0.3812024951546523,0.4166666666666667,1,"[[5, 9]]"
400,Q7S0tX4FUNA$_$8,V,vision,multi_gap,0.1186913106055857,0.1176470588235294,2,"[[3, 3], [4, 4]]"
401,Qa6Yz62V-Yc$_$0,V,vision,multi_gap,0.4983826528327367,0.1176470588235294,4,"[[2, 2], [9, 9], [19, 19], [20, 20]]"
402,QjcQx8_PQfw$_$10,V,vision,multi_gap,0.4800718223648952,0.1538461538461538,4,"[[6, 6], [10, 10], [14, 14], [17, 17]]"
403,QjcQx8_PQfw$_$7,V,vision,multi_gap,0.5191033955779026,0.2083333333333333,4,"[[7, 8], [13, 13], [16, 16], [17, 17]]"
404,QpchvHpGFc8$_$3,A+V,audio+vision,multi_gap,0.0888433084984249,0.08,1,"[[16, 17]]"
405,RArhIHk4Qs4$_$13,V,vision,multi_gap,0.0880575452330531,0.0714285714285714,1,"[[6, 6]]"
406,RArhIHk4Qs4$_$17,clean,,clean,0.0,0.0,0,[]
407,RArhIHk4Qs4$_$16,A+V,audio+vision,multi_gap,0.2253127196229072,0.2272727272727272,4,"[[3, 3], [10, 10], [13, 13], [17, 18]]"
408,RArhIHk4Qs4$_$19,A+V,audio+vision,multi_gap,0.1239495832184013,0.0833333333333333,1,"[[4, 4]]"
409,RArhIHk4Qs4$_$1,A+V,audio+vision,multi_gap,0.3873247930365125,0.2105263157894736,4,"[[6, 7], [26, 26], [31, 33], [36, 37]]"
410,RArhIHk4Qs4$_$2,A,audio,long_block,0.09939394797266,0.09375,1,"[[22, 24]]"
411,RArhIHk4Qs4$_$7,V,vision,multi_gap,0.1895599213309035,0.1875,3,"[[0, 0], [4, 4], [10, 10]]"
412,RArhIHk4Qs4$_$6,clean,,clean,0.0,0.0,0,[]
413,RArhIHk4Qs4$_$8,A+V,audio+vision,multi_gap,0.0979812339514135,0.1,1,"[[9, 9]]"
414,RArhIHk4Qs4$_$21,A,audio,multi_gap,0.2698542009869989,0.2222222222222222,1,"[[5, 6]]"
415,ROcTx5VEn7o$_$11,A+V,audio+vision,multi_gap,0.4681397739077217,0.2162162162162162,4,"[[5, 5], [21, 21], [27, 28], [33, 36]]"
416,ROcTx5VEn7o$_$1,V,vision,multi_gap,0.5362585552963018,0.5,4,"[[2, 2], [7, 7], [8, 9], [11, 13]]"
417,ROcTx5VEn7o$_$5,A+V,audio+vision,multi_gap,0.437891594439796,0.2307692307692307,4,"[[6, 6], [11, 12], [14, 14], [17, 18]]"
418,ROcTx5VEn7o$_$9,V,vision,multi_gap,0.1891858145142322,0.1764705882352941,3,"[[0, 0], [2, 2], [9, 9]]"
419,RrGpzInAwCg$_$0,V,vision,multi_gap,0.1194890260569512,0.1052631578947368,1,"[[8, 9]]"
420,RzOFxDk26p0$_$1,clean,,clean,0.0,0.0,0,[]
421,RzOFxDk26p0$_$0,A,audio,multi_gap,0.4951785573922124,0.1923076923076923,4,"[[3, 3], [10, 10], [19, 20], [21, 21]]"
422,SHa756SwGJQ$_$0,A+V,audio+vision,multi_gap,0.3973727138240976,0.2222222222222222,4,"[[2, 2], [13, 13], [14, 14], [15, 15]]"
423,SHa756SwGJQ$_$2,A+V,audio+vision,multi_gap,0.5371706256278723,0.3125,4,"[[13, 15], [23, 24], [25, 28], [30, 30]]"
424,SHa756SwGJQ$_$4,A,audio,multi_gap,0.0984161075326685,0.1176470588235294,1,"[[6, 7]]"
425,SHa756SwGJQ$_$7,A,audio,multi_gap,0.2952224086146545,0.2222222222222222,4,"[[1, 1], [3, 3], [6, 6], [10, 10]]"
426,SHa756SwGJQ$_$6,A+V,audio+vision,multi_gap,0.3155094921564076,0.3333333333333333,4,"[[0, 1], [8, 8], [9, 9], [12, 12]]"
427,TH32jop4FiI$_$15,V,vision,long_block,0.3821144666450506,0.375,1,"[[15, 23]]"
428,TH32jop4FiI$_$17,A,audio,multi_gap,0.1989517043881898,0.1290322580645161,4,"[[1, 1], [5, 5], [19, 19], [24, 24]]"
429,TWszOxkOV0w$_$1,V,vision,multi_gap,0.3233709076102518,0.175,4,"[[7, 7], [12, 12], [23, 26], [33, 33]]"
430,TXCXFYIc3Yo$_$16,A,audio,multi_gap,0.4596349553197426,0.3214285714285714,4,"[[5, 6], [10, 13], [19, 19], [21, 22]]"
431,TXCXFYIc3Yo$_$2,clean,,clean,0.0,0.0,0,[]
432,TXCXFYIc3Yo$_$7,A+V,audio+vision,multi_gap,0.3511574026357479,0.2093023255813953,4,"[[24, 26], [27, 27], [28, 31], [37, 37]]"
433,TXCXFYIc3Yo$_$6,A+V,audio+vision,multi_gap,0.1250480370837872,0.1304347826086956,3,"[[10, 10], [12, 12], [14, 14]]"
434,TYJzg5IJN8o$_$11,A+V,audio+vision,multi_gap,0.3454419943793947,0.08,4,"[[6, 6], [10, 10], [17, 17], [47, 47]]"
435,TYJzg5IJN8o$_$10,V,vision,multi_gap,0.4339267425135333,0.2333333333333333,4,"[[3, 3], [12, 14], [15, 16], [29, 29]]"
436,TYJzg5IJN8o$_$14,A+V,audio+vision,multi_gap,0.197288813024474,0.1935483870967742,4,"[[2, 4], [18, 18], [22, 22], [23, 23]]"
437,TYJzg5IJN8o$_$0,A+V,audio+vision,long_block,0.5371104550809418,0.53125,1,"[[1, 17]]"
438,TYJzg5IJN8o$_$4,A+V,audio+vision,multi_gap,0.080513851352203,0.0857142857142857,3,"[[0, 0], [2, 2], [3, 3]]"
439,TYJzg5IJN8o$_$7,A+V,audio+vision,multi_gap,0.306592072047488,0.1923076923076923,4,"[[2, 3], [12, 12], [23, 23], [25, 25]]"
440,Uc_6d-fkZEc$_$3,V,vision,multi_gap,0.4573068048060156,0.3529411764705882,4,"[[2, 2], [5, 7], [15, 15], [16, 16]]"
441,UlTJmndbGHM$_$1,A+V,audio+vision,multi_gap,0.4639265140791293,0.3888888888888889,4,"[[0, 0], [2, 3], [14, 16], [17, 17]]"
442,UlTJmndbGHM$_$4,A+V,audio+vision,multi_gap,0.4997894506397164,0.238095238095238,4,"[[0, 0], [5, 6], [13, 13], [20, 20]]"
443,VbV9S4svrTg$_$13,V,vision,multi_gap,0.4590737235511294,0.5,3,"[[1, 2], [6, 7], [8, 8]]"
444,VbV9S4svrTg$_$3,A+V,audio+vision,multi_gap,0.2568353273696828,0.2352941176470588,3,"[[7, 8], [14, 14], [16, 16]]"
