token_index,token,attention_mask,is_special,ref_word_index,ref_word,word_start_sec,word_end_sec,token_start_sec,token_end_sec,subword_rank,subword_count,sample_index,sample_id,mapping_status,video_duration_s
23,the,1,0,15,the,7.42,7.7,7.42,7.7,0,1,7,07,PASS,21.2655625
24,topics,1,0,16,topics,7.7,8.06,7.7,8.06,0,1,7,07,PASS,21.2655625
25,of,1,0,17,of,8.06,8.76,8.06,8.76,0,1,7,07,PASS,21.2655625
26,growing,1,0,18,growing,8.76,9.08,8.76,9.08,0,1,7,07,PASS,21.2655625
27,the,1,0,19,the,9.08,9.28,9.08,9.28,0,1,7,07,PASS,21.2655625
28,hobby,1,0,20,hobby,9.28,9.5,9.28,9.39,0,2,7,07,PASS,21.2655625
29,",",1,0,20,hobby,9.28,9.5,9.39,9.5,1,2,7,07,PASS,21.2655625
30,the,1,0,21,the,9.92,9.98,9.92,9.98,0,1,7,07,PASS,21.2655625
31,future,1,0,22,future,9.98,10.24,9.98,10.24,0,1,7,07,PASS,21.2655625
32,of,1,0,23,of,10.24,10.52,10.24,10.52,0,1,7,07,PASS,21.2655625
33,stamp,1,0,24,stamp,10.52,10.74,10.52,10.74,0,1,7,07,PASS,21.2655625
34,shows,1,0,25,shows,10.74,11.06,10.74,10.9,0,2,7,07,PASS,21.2655625
35,",",1,0,25,shows,10.74,11.06,10.9,11.06,1,2,7,07,PASS,21.2655625
36,and,1,0,26,and,11.54,11.72,11.54,11.72,0,1,7,07,PASS,21.2655625
37,dealers,1,0,27,dealers,11.72,12.06,11.72,12.06,0,1,7,07,PASS,21.2655625
38,and,1,0,28,and,12.06,12.32,12.06,12.32,0,1,7,07,PASS,21.2655625
39,phil,1,0,29,philatelic,12.32,12.78,12.32,12.473333333333333,0,3,7,07,PASS,21.2655625
40,##ate,1,0,29,philatelic,12.32,12.78,12.473333333333333,12.626666666666667,1,3,7,07,PASS,21.2655625
41,##lic,1,0,29,philatelic,12.32,12.78,12.626666666666667,12.78,2,3,7,07,PASS,21.2655625
42,partnerships,1,0,30,partnerships,12.78,13.4,12.78,13.4,0,1,7,07,PASS,21.2655625
43,",",1,0,31,along,13.88,14.22,13.88,14.05,0,2,7,07,PASS,21.2655625
44,along,1,0,31,along,13.88,14.22,14.05,14.22,1,2,7,07,PASS,21.2655625
45,with,1,0,32,with,14.22,14.42,14.22,14.42,0,1,7,07,PASS,21.2655625
46,ways,1,0,33,ways,14.42,14.78,14.42,14.78,0,1,7,07,PASS,21.2655625
47,the,1,0,34,the,14.78,15.1,14.78,15.1,0,1,7,07,PASS,21.2655625
48,leading,1,0,35,leading,15.1,15.34,15.1,15.34,0,1,7,07,PASS,21.2655625
49,[SEP],1,1,-1,,,,,,-1,0,7,07,PASS,21.2655625
0,[CLS],1,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
1,that,1,0,0,That,0.58,0.78,0.58,0.78,0,1,8,08,PASS,4.9084375
2,brings,1,0,1,brings,0.78,1.02,0.78,1.02,0,1,8,08,PASS,4.9084375
3,us,1,0,2,us,1.02,1.22,1.02,1.22,0,1,8,08,PASS,4.9084375
4,to,1,0,3,to,1.22,1.42,1.22,1.42,0,1,8,08,PASS,4.9084375
5,tonight,1,0,4,tonight,1.42,1.74,1.42,1.74,0,1,8,08,PASS,4.9084375
6,",",1,0,5,the,1.74,1.96,1.74,1.85,0,2,8,08,PASS,4.9084375
7,the,1,0,5,the,1.74,1.96,1.85,1.96,1,2,8,08,PASS,4.9084375
8,universal,1,0,6,Universal,1.96,2.36,1.96,2.36,0,1,8,08,PASS,4.9084375
9,design,1,0,7,Design,2.36,3.04,2.36,3.04,0,1,8,08,PASS,4.9084375
10,grand,1,0,8,Grand,3.04,3.62,3.04,3.62,0,1,8,08,PASS,4.9084375
11,challenge,1,0,9,Challenge,3.62,4.16,3.62,4.16,0,1,8,08,PASS,4.9084375
12,[SEP],1,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
13,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
14,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
15,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
16,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
17,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
18,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
19,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
20,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
21,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
22,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
23,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
24,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
25,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
26,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
27,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
28,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
29,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
30,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
31,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
32,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
33,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
34,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
35,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
36,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
37,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
38,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
39,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
40,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
41,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
42,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
43,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
44,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
45,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
46,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
47,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
48,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
49,[PAD],0,1,-1,,,,,,-1,0,8,08,PASS,4.9084375
0,[CLS],1,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
1,(,1,0,0,uhh,0.6799999999999995,0.6999999999999995,0.6799999999999995,0.6849999999999995,0,4,9,09,PASS,4.9643125
2,uh,1,0,0,uhh,0.6799999999999995,0.6999999999999995,0.6849999999999995,0.6899999999999995,1,4,9,09,PASS,4.9643125
3,##h,1,0,0,uhh,0.6799999999999995,0.6999999999999995,0.6899999999999995,0.6949999999999995,2,4,9,09,PASS,4.9643125
4,),1,0,0,uhh,0.6799999999999995,0.6999999999999995,0.6949999999999995,0.6999999999999995,3,4,9,09,PASS,4.9643125
5,i,1,0,1,I,0.6999999999999995,1.16,0.6999999999999995,1.16,0,1,9,09,PASS,4.9643125
6,did,1,0,2,did,1.16,1.3,1.16,1.3,0,1,9,09,PASS,4.9643125
7,not,1,0,3,not,1.3,1.44,1.3,1.44,0,1,9,09,PASS,4.9643125
8,like,1,0,4,like,1.44,1.58,1.44,1.58,0,1,9,09,PASS,4.9643125
9,this,1,0,5,this,1.58,1.76,1.58,1.76,0,1,9,09,PASS,4.9643125
10,movie,1,0,6,movie,1.76,2.1,1.76,2.1,0,1,9,09,PASS,4.9643125
11,at,1,0,7,at,2.1,2.36,2.1,2.36,0,1,9,09,PASS,4.9643125
12,all,1,0,8,all,2.36,2.64,2.36,2.5,0,2,9,09,PASS,4.9643125
13,",",1,0,8,all,2.36,2.64,2.5,2.64,1,2,9,09,PASS,4.9643125
14,i,1,0,9,I,2.84,2.88,2.84,2.88,0,1,9,09,PASS,4.9643125
15,would,1,0,10,would,2.88,2.98,2.88,2.98,0,1,9,09,PASS,4.9643125
16,not,1,0,11,not,2.98,3.14,2.98,3.14,0,1,9,09,PASS,4.9643125
17,recommend,1,0,12,recommend,3.14,3.54,3.14,3.54,0,1,9,09,PASS,4.9643125
18,it,1,0,13,it,3.54,3.82,3.54,3.82,0,1,9,09,PASS,4.9643125
19,[SEP],1,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
20,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
21,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
22,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
23,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
24,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
25,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
26,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
27,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
28,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
29,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
30,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
31,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
32,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
33,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
34,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
35,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
36,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
37,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
38,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
39,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
40,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
41,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
42,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
43,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
44,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
45,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
46,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
47,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
48,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
49,[PAD],0,1,-1,,,,,,-1,0,9,09,PASS,4.9643125
0,[CLS],1,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
1,(,1,0,0,umm,0.0,0.02,0.0,0.006666666666666667,0,3,10,10,PASS,9.7755625
2,umm,1,0,0,umm,0.0,0.02,0.006666666666666667,0.013333333333333334,1,3,10,10,PASS,9.7755625
3,),1,0,0,umm,0.0,0.02,0.013333333333333334,0.02,2,3,10,10,PASS,9.7755625
4,and,1,0,1,And,0.02,0.62,0.02,0.62,0,1,10,10,PASS,9.7755625
5,you,1,0,2,you,0.62,1.44,0.62,1.44,0,1,10,10,PASS,9.7755625
6,know,1,0,3,know,1.44,1.6,1.44,1.6,0,1,10,10,PASS,9.7755625
7,i,1,0,4,I,1.82,2.0,1.82,2.0,0,1,10,10,PASS,9.7755625
8,really,1,0,5,really,2.0,2.22,2.0,2.22,0,1,10,10,PASS,9.7755625
9,do,1,0,6,do,2.22,2.44,2.22,2.44,0,1,10,10,PASS,9.7755625
10,like,1,0,7,like,2.44,2.68,2.44,2.68,0,1,10,10,PASS,9.7755625
11,to,1,0,8,to,2.68,2.82,2.68,2.82,0,1,10,10,PASS,9.7755625
12,see,1,0,9,see,2.82,3.04,2.82,3.04,0,1,10,10,PASS,9.7755625
13,fluffy,1,0,10,fluffy,3.04,3.5,3.04,3.5,0,1,10,10,PASS,9.7755625
14,chick,1,0,11,chick,3.5,3.8,3.5,3.8,0,1,10,10,PASS,9.7755625
15,flick,1,0,12,flicks,3.8,4.08,3.8,3.94,0,2,10,10,PASS,9.7755625
16,##s,1,0,12,flicks,3.8,4.08,3.94,4.08,1,2,10,10,PASS,9.7755625
17,sometimes,1,0,13,sometimes,4.08,4.84,4.08,4.84,0,1,10,10,PASS,9.7755625
18,so,1,0,14,so,4.98,5.18,4.98,5.18,0,1,10,10,PASS,9.7755625
19,i,1,0,15,I'm,5.18,5.3,5.18,5.22,0,3,10,10,PASS,9.7755625
20,',1,0,15,I'm,5.18,5.3,5.22,5.26,1,3,10,10,PASS,9.7755625
21,m,1,0,15,I'm,5.18,5.3,5.26,5.3,2,3,10,10,PASS,9.7755625
22,not,1,0,16,not,5.3,5.52,5.3,5.52,0,1,10,10,PASS,9.7755625
23,against,1,0,17,against,5.52,6.1,5.52,6.1,0,1,10,10,PASS,9.7755625
24,that,1,0,18,that,6.1,6.58,6.1,6.58,0,1,10,10,PASS,9.7755625
25,but,1,0,19,but,6.66,6.88,6.66,6.88,0,1,10,10,PASS,9.7755625
26,this,1,0,20,this,6.88,7.14,6.88,7.14,0,1,10,10,PASS,9.7755625
27,one,1,0,21,one,7.14,7.38,7.14,7.38,0,1,10,10,PASS,9.7755625
28,was,1,0,22,was,7.38,7.78,7.38,7.78,0,1,10,10,PASS,9.7755625
29,pretty,1,0,23,pretty,7.78,8.56,7.78,8.56,0,1,10,10,PASS,9.7755625
30,terrible,1,0,24,terrible,8.56,9.0,8.56,9.0,0,1,10,10,PASS,9.7755625
31,[SEP],1,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
32,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
33,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
34,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
35,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
36,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
37,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
38,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
39,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
40,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
41,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
42,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
43,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
44,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
45,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
46,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
47,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
48,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
49,[PAD],0,1,-1,,,,,,-1,0,10,10,PASS,9.7755625
0,[CLS],1,1,-1,,,,,,-1,0,11,11,PASS,5.759
1,i,1,0,0,I,0.0,0.64,0.0,0.64,0,1,11,11,PASS,5.759
2,would,1,0,1,would,0.64,0.76,0.64,0.76,0,1,11,11,PASS,5.759
3,be,1,0,2,be,0.76,0.88,0.76,0.88,0,1,11,11,PASS,5.759
4,ashamed,1,0,3,ashamed,0.88,1.26,0.88,1.26,0,1,11,11,PASS,5.759
5,to,1,0,4,to,1.26,3.32,1.26,3.32,0,1,11,11,PASS,5.759
6,have,1,0,5,have,3.32,3.46,3.32,3.46,0,1,11,11,PASS,5.759
7,made,1,0,6,made,3.46,3.66,3.46,3.66,0,1,11,11,PASS,5.759
8,this,1,0,7,this,3.66,3.86,3.66,3.86,0,1,11,11,PASS,5.759
9,film,1,0,8,film,3.86,4.14,3.86,4.14,0,1,11,11,PASS,5.759
10,if,1,0,9,if,4.14,4.52,4.14,4.52,0,1,11,11,PASS,5.759
11,i,1,0,10,I,4.52,4.62,4.52,4.62,0,1,11,11,PASS,5.759
12,was,1,0,11,was,4.62,4.72,4.62,4.72,0,1,11,11,PASS,5.759
13,a,1,0,12,a,4.72,4.86,4.72,4.86,0,1,11,11,PASS,5.759
14,director,1,0,13,director,4.86,5.06,4.86,5.06,0,1,11,11,PASS,5.759
15,[SEP],1,1,-1,,,,,,-1,0,11,11,PASS,5.759
16,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
17,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
18,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
19,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
20,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
21,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
22,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
23,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
24,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
25,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
26,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
27,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
28,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
29,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
30,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
31,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
32,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
33,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
34,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
35,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
36,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
37,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
38,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
39,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
40,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
41,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
42,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
43,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
44,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
45,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
46,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
47,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
48,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
49,[PAD],0,1,-1,,,,,,-1,0,11,11,PASS,5.759
0,[CLS],1,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
1,or,1,0,0,Or,0.0,0.64,0.0,0.64,0,1,12,12,PASS,12.8745625
2,worse,1,0,1,worse,0.64,1.0,0.64,1.0,0,1,12,12,PASS,12.8745625
3,",",1,0,2,an,1.0,1.2,1.0,1.1,0,2,12,12,PASS,12.8745625
4,an,1,0,2,an,1.0,1.2,1.1,1.2,1,2,12,12,PASS,12.8745625
5,individual,1,0,3,individual,1.2,1.56,1.2,1.56,0,1,12,12,PASS,12.8745625
6,previously,1,0,4,previously,1.56,2.26,1.56,2.26,0,1,12,12,PASS,12.8745625
7,had,1,0,5,had,2.26,2.7,2.26,2.7,0,1,12,12,PASS,12.8745625
8,good,1,0,6,good,2.7,2.96,2.7,2.96,0,1,12,12,PASS,12.8745625
9,credit,1,0,7,credit,2.96,3.38,2.96,3.38,0,1,12,12,PASS,12.8745625
10,",",1,0,8,but,3.38,4.06,3.38,3.7199999999999998,0,2,12,12,PASS,12.8745625
11,but,1,0,8,but,3.38,4.06,3.7199999999999998,4.06,1,2,12,12,PASS,12.8745625
12,usually,1,0,9,usually,4.06,4.8,4.06,4.8,0,1,12,12,PASS,12.8745625
13,by,1,0,10,by,4.8,5.28,4.8,5.28,0,1,12,12,PASS,12.8745625
14,no,1,0,11,no,5.28,5.5,5.28,5.5,0,1,12,12,PASS,12.8745625
15,fault,1,0,12,fault,5.5,5.76,5.5,5.76,0,1,12,12,PASS,12.8745625
16,of,1,0,13,of,5.76,5.92,5.76,5.92,0,1,12,12,PASS,12.8745625
17,their,1,0,14,their,5.92,6.06,5.92,6.06,0,1,12,12,PASS,12.8745625
18,own,1,0,15,own,6.06,6.44,6.06,6.25,0,2,12,12,PASS,12.8745625
19,",",1,0,15,own,6.06,6.44,6.25,6.44,1,2,12,12,PASS,12.8745625
20,or,1,0,16,or,6.44,7.02,6.44,7.02,0,1,12,12,PASS,12.8745625
21,perhaps,1,0,17,perhaps,7.02,7.4,7.02,7.4,0,1,12,12,PASS,12.8745625
22,by,1,0,18,by,7.4,7.7,7.4,7.7,0,1,12,12,PASS,12.8745625
23,fault,1,0,19,fault,7.7,7.96,7.7,7.96,0,1,12,12,PASS,12.8745625
24,of,1,0,20,of,7.96,8.14,7.96,8.14,0,1,12,12,PASS,12.8745625
25,their,1,0,21,their,8.14,8.3,8.14,8.3,0,1,12,12,PASS,12.8745625
26,own,1,0,22,own,8.3,8.56,8.3,8.43,0,2,12,12,PASS,12.8745625
27,",",1,0,22,own,8.3,8.56,8.43,8.56,1,2,12,12,PASS,12.8745625
28,they,1,0,23,they,8.56,8.8,8.56,8.8,0,1,12,12,PASS,12.8745625
29,have,1,0,24,have,8.8,9.0,8.8,9.0,0,1,12,12,PASS,12.8745625
30,let,1,0,25,let,9.0,9.2,9.0,9.2,0,1,12,12,PASS,12.8745625
31,their,1,0,26,their,9.2,9.4,9.2,9.4,0,1,12,12,PASS,12.8745625
32,credit,1,0,27,credit,9.4,9.72,9.4,9.72,0,1,12,12,PASS,12.8745625
33,sa,1,0,28,sag,9.72,10.2,9.72,9.88,0,3,12,12,PASS,12.8745625
34,##g,1,0,28,sag,9.72,10.2,9.88,10.04,1,3,12,12,PASS,12.8745625
35,",",1,0,28,sag,9.72,10.2,10.04,10.2,2,3,12,12,PASS,12.8745625
36,and,1,0,29,and,10.2,10.82,10.2,10.82,0,1,12,12,PASS,12.8745625
37,credit,1,0,30,credit,10.82,11.24,10.82,11.24,0,1,12,12,PASS,12.8745625
38,scores,1,0,31,scores,11.24,11.5,11.24,11.5,0,1,12,12,PASS,12.8745625
39,is,1,0,32,is,11.5,11.68,11.5,11.68,0,1,12,12,PASS,12.8745625
40,very,1,0,33,very,11.68,11.9,11.68,11.9,0,1,12,12,PASS,12.8745625
41,low,1,0,34,low,11.9,12.3,11.9,12.100000000000001,0,2,12,12,PASS,12.8745625
42,.,1,0,34,low,11.9,12.3,12.100000000000001,12.3,1,2,12,12,PASS,12.8745625
43,[SEP],1,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
44,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
45,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
46,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
47,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
48,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
49,[PAD],0,1,-1,,,,,,-1,0,12,12,PASS,12.8745625
0,[CLS],1,1,-1,,,,,,-1,0,13,13,PASS,8.68425
1,for,1,0,0,For,0.0,0.12,0.0,0.12,0,1,13,13,PASS,8.68425
2,example,1,0,1,example,0.12,0.42,0.12,0.42,0,1,13,13,PASS,8.68425
3,",",1,0,2,I,0.9,0.94,0.9,0.9199999999999999,0,2,13,13,PASS,8.68425
4,i,1,0,2,I,0.9,0.94,0.9199999999999999,0.94,1,2,13,13,PASS,8.68425
5,could,1,0,3,could,0.94,1.08,0.94,1.08,0,1,13,13,PASS,8.68425
6,take,1,0,4,take,1.08,1.2,1.08,1.2,0,1,13,13,PASS,8.68425
7,a,1,0,5,a,1.2,1.38,1.2,1.38,0,1,13,13,PASS,8.68425
8,set,1,0,6,set,1.38,1.54,1.38,1.54,0,1,13,13,PASS,8.68425
9,of,1,0,7,of,1.54,1.7,1.54,1.7,0,1,13,13,PASS,8.68425
10,data,1,0,8,data,1.7,2.04,1.7,2.04,0,1,13,13,PASS,8.68425
11,and,1,0,9,and,2.04,3.04,2.04,3.04,0,1,13,13,PASS,8.68425
12,from,1,0,10,from,3.04,3.52,3.04,3.52,0,1,13,13,PASS,8.68425
13,that,1,0,11,that,3.52,4.0,3.52,4.0,0,1,13,13,PASS,8.68425
14,data,1,0,12,data,4.0,4.36,4.0,4.36,0,1,13,13,PASS,8.68425
15,",",1,0,13,I,4.58,4.72,4.58,4.65,0,2,13,13,PASS,8.68425
16,i,1,0,13,I,4.58,4.72,4.65,4.72,1,2,13,13,PASS,8.68425
17,can,1,0,14,can,4.72,4.82,4.72,4.82,0,1,13,13,PASS,8.68425
18,find,1,0,15,find,4.82,4.98,4.82,4.98,0,1,13,13,PASS,8.68425
19,a,1,0,16,a,4.98,5.08,4.98,5.08,0,1,13,13,PASS,8.68425
20,relationship,1,0,17,relationship,5.08,5.6,5.08,5.6,0,1,13,13,PASS,8.68425
21,between,1,0,18,between,5.6,6.02,5.6,6.02,0,1,13,13,PASS,8.68425
22,any,1,0,19,any,6.02,6.42,6.02,6.42,0,1,13,13,PASS,8.68425
23,two,1,0,20,two,6.42,6.7,6.42,6.7,0,1,13,13,PASS,8.68425
24,of,1,0,21,of,6.7,6.84,6.7,6.84,0,1,13,13,PASS,8.68425
25,the,1,0,22,the,6.84,6.96,6.84,6.96,0,1,13,13,PASS,8.68425
26,given,1,0,23,given,6.96,7.18,6.96,7.18,0,1,13,13,PASS,8.68425
27,factors,1,0,24,factors,7.18,7.74,7.18,7.74,0,1,13,13,PASS,8.68425
28,or,1,0,25,or,7.74,8.38,7.74,8.38,0,1,13,13,PASS,8.68425
29,more,1,0,26,more,8.38,8.62,8.38,8.5,0,2,13,13,PASS,8.68425
30,.,1,0,26,more,8.38,8.62,8.5,8.62,1,2,13,13,PASS,8.68425
31,[SEP],1,1,-1,,,,,,-1,0,13,13,PASS,8.68425
32,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
33,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
34,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
35,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
36,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
37,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
38,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
39,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
40,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
41,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
42,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
43,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
44,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
45,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
46,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
47,[PAD],0,1,-1,,,,,,-1,0,13,13,PASS,8.68425
