sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale
174,3MFNIag0wNE$_$16,V,3,7,7,0.0838847403473176,peak
175,3MFNIag0wNE$_$7,V,1,8,12,0.33919064826858414,3
175,3MFNIag0wNE$_$7,V,2,10,10,0.0696021051534186,peak
175,3MFNIag0wNE$_$7,V,3,12,12,0.0664797796472852,1
176,3V2qm0rw920$_$11,V,1,13,17,0.5286706751868657,3
176,3V2qm0rw920$_$11,V,2,15,15,0.135771876147757,peak
176,3V2qm0rw920$_$11,V,3,3,5,0.1206063146130202,1
177,3V2qm0rw920$_$13,V,1,1,5,0.49993269014857905,5
177,3V2qm0rw920$_$13,V,2,1,1,0.1667452889748546,peak
177,3V2qm0rw920$_$13,V,3,20,24,0.13012700395586052,1
178,3V2qm0rw920$_$3,V,1,5,8,0.3373934643333233,5
178,3V2qm0rw920$_$3,V,2,3,5,0.2324096976190181,3
178,3V2qm0rw920$_$3,V,3,7,7,0.0853357712093512,1
179,3j94B0pzSVs$_$12,V,1,2,2,0.5187592867756315,1
179,3j94B0pzSVs$_$12,V,2,6,8,0.1971892025755323,3
179,3j94B0pzSVs$_$12,V,3,4,4,0.0513620604259534,1
180,3j94B0pzSVs$_$17,V,1,5,7,0.16840501004249261,3
180,3j94B0pzSVs$_$17,V,2,16,18,0.1605662632019212,5
180,3j94B0pzSVs$_$17,V,3,4,5,0.103338976312955,1
181,3j94B0pzSVs$_$1,V,1,8,16,0.3688011008104344,5
181,3j94B0pzSVs$_$1,V,2,9,10,0.0813680747508092,1
181,3j94B0pzSVs$_$1,V,3,13,13,0.0437217062188295,peak
182,3j94B0pzSVs$_$0,V,1,2,9,0.6410135738665914,3
182,3j94B0pzSVs$_$0,V,2,6,7,0.1910948763326091,1
182,3j94B0pzSVs$_$0,V,3,3,4,0.180331884068123,1
183,4cFeG2ydm9A$_$8,V,1,6,9,0.40186736937036527,5
183,4cFeG2ydm9A$_$8,V,2,7,7,0.1074965298139629,peak
183,4cFeG2ydm9A$_$8,V,3,6,6,0.1074383021573027,1
184,4dV3slGSc60$_$10,V,1,14,19,0.6099176403835717,3
184,4dV3slGSc60$_$10,V,2,16,16,0.1164779423581594,peak
184,4dV3slGSc60$_$10,V,3,22,22,0.0239630902060425,1
185,4dV3slGSc60$_$12,V,1,6,10,0.5460836535456082,3
185,4dV3slGSc60$_$12,V,2,8,8,0.1356609565230021,peak
186,4dV3slGSc60$_$22,V,1,1,48,0.9999999999999998,1
186,4dV3slGSc60$_$22,V,2,1,1,0.5110851373393546,peak
187,4dV3slGSc60$_$9,V,1,16,20,0.6771153003068828,5
187,4dV3slGSc60$_$9,V,2,20,20,0.1604134728136654,1
187,4dV3slGSc60$_$9,V,3,18,18,0.159173013946994,1
188,4dV3slGSc60$_$8,V,1,17,22,0.4213554346541779,5
188,4dV3slGSc60$_$8,V,2,22,24,0.1899483752392897,1
188,4dV3slGSc60$_$8,V,3,20,20,0.085423770376023,peak
189,50103$_$3,V,1,37,43,0.2020078756968466,3
189,50103$_$3,V,2,24,29,0.1722235833293036,5
189,50103$_$3,V,3,14,15,0.052491973374151,1
190,5B0PQx3Ep3k$_$5,V,1,23,28,0.599088412959912,3
190,5B0PQx3Ep3k$_$5,V,2,28,28,0.2117487465921213,peak
190,5B0PQx3Ep3k$_$5,V,3,20,24,0.11926414058209749,5
191,5O1W39o56gg$_$1,V,1,5,8,0.4658219957490688,3
191,5O1W39o56gg$_$1,V,2,5,5,0.1229733681935489,1
191,5O1W39o56gg$_$1,V,3,13,13,0.042063294293546,1
192,5O1W39o56gg$_$2,V,1,3,5,0.3224613583865831,3
192,5O1W39o56gg$_$2,V,2,13,13,0.0887078172614603,1
192,5O1W39o56gg$_$2,V,3,14,14,0.0841830159294946,3
193,5O1W39o56gg$_$9,V,1,9,12,0.5442197868182861,3
193,5O1W39o56gg$_$9,V,2,10,10,0.1569466042275684,peak
193,5O1W39o56gg$_$9,V,3,5,5,0.0643786020273715,1
194,5i6AgQSjXO4$_$3,V,1,4,8,0.5030993528233724,3
194,5i6AgQSjXO4$_$3,V,2,7,7,0.1191709291049357,peak
194,5i6AgQSjXO4$_$3,V,3,3,3,0.075050097794528,1
195,5i6AgQSjXO4$_$2,V,1,21,27,0.4642579659732933,5
195,5i6AgQSjXO4$_$2,V,2,24,24,0.0920479703437261,peak
195,5i6AgQSjXO4$_$2,V,3,3,3,0.0326534418539563,3
196,5i6AgQSjXO4$_$6,V,1,6,8,0.47550710668780294,1
196,5i6AgQSjXO4$_$6,V,2,4,6,0.44648759010778827,5
197,5kaCGzjYukM$_$0,V,1,3,10,0.5258300688440621,5
197,5kaCGzjYukM$_$0,V,2,28,29,0.09014475356163301,1
197,5kaCGzjYukM$_$0,V,3,5,5,0.0898438964039907,peak
198,5kaCGzjYukM$_$3,V,1,11,17,0.32461953797854237,5
198,5kaCGzjYukM$_$3,V,2,13,13,0.0505541158157672,peak
198,5kaCGzjYukM$_$3,V,3,20,20,0.0422319106524987,1
199,5kaCGzjYukM$_$2,V,1,17,22,0.19073979433803662,5
199,5kaCGzjYukM$_$2,V,2,3,6,0.12671399407238348,3
199,5kaCGzjYukM$_$2,V,3,10,11,0.059578389286782205,1
200,5kaCGzjYukM$_$5,V,1,19,26,0.3317500873278676,5
200,5kaCGzjYukM$_$5,V,2,17,18,0.0759501510417454,3
200,5kaCGzjYukM$_$5,V,3,23,23,0.0451175182500633,peak
201,5kaCGzjYukM$_$7,V,1,43,47,0.2655047636218328,5
201,5kaCGzjYukM$_$7,V,2,31,34,0.1738153238168715,5
201,5kaCGzjYukM$_$7,V,3,3,7,0.16716458081011998,3
202,6KvG5VbLalY$_$9,V,1,6,15,0.5089347019679692,3
202,6KvG5VbLalY$_$9,V,2,12,12,0.0854399322951994,peak
202,6KvG5VbLalY$_$9,V,3,7,8,0.0853946164856848,1
203,6ZA8I83x-oY$_$0,V,1,14,19,0.576438667241904,5
203,6ZA8I83x-oY$_$0,V,2,18,18,0.1438778425223459,peak
203,6ZA8I83x-oY$_$0,V,3,3,3,0.026055900621118,1
204,6ZA8I83x-oY$_$2,V,1,39,48,0.580014504414961,5
204,6ZA8I83x-oY$_$2,V,2,20,23,0.1339946295178428,3
204,6ZA8I83x-oY$_$2,V,3,43,43,0.0937207427866084,peak
205,6hFiTU77Sm0$_$1,V,1,1,4,0.5784513127615081,3
205,6hFiTU77Sm0$_$1,V,2,3,3,0.183085616336323,peak
205,6hFiTU77Sm0$_$1,V,3,13,13,0.0298853173761657,1
206,6hFiTU77Sm0$_$2,V,1,14,16,0.3891339380221762,3
206,6hFiTU77Sm0$_$2,V,2,10,13,0.31941444907459765,5
206,6hFiTU77Sm0$_$2,V,3,10,10,0.0759854637482405,3
207,6uPGcKTpC4I$_$1,V,1,24,27,0.306938749843358,3
207,6uPGcKTpC4I$_$1,V,2,9,11,0.1584067891872874,5
207,6uPGcKTpC4I$_$1,V,3,25,25,0.1158521856215757,peak
208,6uPGcKTpC4I$_$2,V,1,19,26,0.6769264878817056,5
208,6uPGcKTpC4I$_$2,V,2,23,23,0.1444951653648264,peak
208,6uPGcKTpC4I$_$2,V,3,9,10,0.0623806740697447,1
209,6uPGcKTpC4I$_$6,V,1,6,9,0.4454042892274884,3
209,6uPGcKTpC4I$_$6,V,2,8,8,0.1234164263235642,peak
209,6uPGcKTpC4I$_$6,V,3,16,16,0.0400107469411043,1
210,70280$_$11,V,1,14,19,0.3265562044659754,5
210,70280$_$11,V,2,21,23,0.1113381443264296,1
210,70280$_$11,V,3,18,18,0.0574551653422416,1
211,70280$_$3,V,1,16,20,0.22735394905344375,5
211,70280$_$3,V,2,3,5,0.1404456870156198,1
211,70280$_$3,V,3,5,6,0.0955661960253708,5
212,70280$_$4,V,1,16,21,0.5849480886772183,3
212,70280$_$4,V,2,19,19,0.1218770751405142,peak
212,70280$_$4,V,3,15,15,0.0586655292298846,1
213,70280$_$6,V,1,18,23,0.2938006958475467,5
213,70280$_$6,V,2,3,4,0.0817370474596632,3
213,70280$_$6,V,3,22,22,0.0584062604444674,peak
214,75RGHaxmUK8$_$3,V,1,11,15,0.501866779209764,5
214,75RGHaxmUK8$_$3,V,2,12,12,0.1068647842933553,peak
215,75RGHaxmUK8$_$5,V,1,6,9,0.43473646259316157,5
215,75RGHaxmUK8$_$5,V,2,8,8,0.1178877153604197,1
215,75RGHaxmUK8$_$5,V,3,4,4,0.0824124387173624,1
216,7_K3F-lAv1k$_$2,V,1,34,41,0.5009653146388947,5
216,7_K3F-lAv1k$_$2,V,2,37,37,0.095451956557629,peak
216,7_K3F-lAv1k$_$2,V,3,20,22,0.060838911200356796,3
217,7r4vRxKLFCA$_$6,V,1,16,23,0.5355956285876124,5
217,7r4vRxKLFCA$_$6,V,2,20,20,0.1119520510586802,peak
217,7r4vRxKLFCA$_$6,V,3,5,7,0.10562756160311479,3
218,80566$_$1,V,1,3,6,0.562279574779894,5
218,80566$_$1,V,2,4,4,0.1739596800532657,peak
218,80566$_$1,V,3,11,11,0.0913592470626072,1
219,80566$_$0,V,1,5,7,0.3451568776692356,5
219,80566$_$0,V,2,1,3,0.2487717542347347,1
220,80566$_$3,V,1,5,9,0.4094856725983648,3
220,80566$_$3,V,2,2,3,0.1003702388381513,1
220,80566$_$3,V,3,7,7,0.0880570391172987,peak
221,80566$_$2,V,1,5,8,0.41890416784140505,5
221,80566$_$2,V,2,3,4,0.1719772327714788,1
221,80566$_$2,V,3,6,6,0.1100134892068885,peak
222,80566$_$4,V,1,3,5,0.5647427948380608,5
222,80566$_$4,V,2,6,7,0.27268249616802276,1
223,80566$_$6,V,1,5,9,0.36700570670322447,5
223,80566$_$6,V,2,5,5,0.0808182086443456,peak
223,80566$_$6,V,3,1,2,0.0773445874141181,1
224,80855$_$11,V,1,8,11,0.3460573998441296,5
224,80855$_$11,V,2,11,11,0.0909530221026817,peak
224,80855$_$11,V,3,5,5,0.0820895442642684,1
225,80855$_$10,V,1,9,13,0.18495613677720707,5
225,80855$_$10,V,2,12,12,0.038258779434531,peak
225,80855$_$10,V,3,7,7,0.0348474972161112,1
226,80855$_$12,V,1,13,17,0.2856174423803763,3
226,80855$_$12,V,2,15,15,0.0582151505106761,1
226,80855$_$12,V,3,17,17,0.0566623693115998,1
228,80855$_$17,V,1,10,14,0.48361018038483655,5
228,80855$_$17,V,2,13,13,0.1037073668299733,peak
228,80855$_$17,V,3,10,10,0.0885851028880196,1
229,80855$_$0,V,1,1,1,1.0,1
230,80855$_$3,V,1,1,3,1.0,3
231,80855$_$2,V,1,1,5,0.4999999999999998,5
231,80855$_$2,V,2,3,3,0.1337436709620137,peak
232,80855$_$7,V,1,3,5,0.28546649321191486,5
232,80855$_$7,V,2,1,1,0.0420292121151472,1
233,80855$_$20,V,1,7,10,0.1594165154026253,5
233,80855$_$20,V,2,5,6,0.0793702154526082,3
233,80855$_$20,V,3,14,15,0.0506510930471153,1
234,830KzUc6CbU$_$0,V,1,8,12,0.35107137312764486,5
234,830KzUc6CbU$_$0,V,2,9,9,0.0729983157283669,peak
234,830KzUc6CbU$_$0,V,3,6,6,0.0689471248537055,1
235,830KzUc6CbU$_$13,V,1,25,36,0.34766888084517916,5
235,830KzUc6CbU$_$13,V,2,34,37,0.1155116763406914,1
235,830KzUc6CbU$_$13,V,3,1,3,0.051507430300821895,1
236,84140$_$0,V,1,3,8,0.18909137659499198,3
236,84140$_$0,V,2,1,4,0.1009867258059329,1
236,84140$_$0,V,3,5,5,0.0331179892649374,peak
237,84140$_$5,V,1,4,12,0.2966601024837416,3
237,84140$_$5,V,2,41,43,0.0809828005829699,3
237,84140$_$5,V,3,8,8,0.0391319651036043,peak
238,89835$_$1,V,1,4,8,0.5082704368494344,3
238,89835$_$1,V,2,6,6,0.1159491992630536,peak
238,89835$_$1,V,3,13,13,0.050078997084482,1
239,89835$_$0,V,1,4,7,0.5651865266728683,3
239,89835$_$0,V,2,8,9,0.1953486225260362,1
239,89835$_$0,V,3,6,6,0.1533303893798855,1
240,89835$_$4,V,1,4,8,0.13267873356141008,1
240,89835$_$4,V,2,34,37,0.0924756621267759,3
240,89835$_$4,V,3,21,23,0.0693965912788901,3
241,89835$_$7,V,1,12,21,0.35581936968573363,5
241,89835$_$7,V,2,12,14,0.1067374342465681,1
241,89835$_$7,V,3,4,6,0.0929295917470075,1
242,8eaYvALnJ0o$_$1,V,1,5,10,0.5227176859748864,3
242,8eaYvALnJ0o$_$1,V,2,7,7,0.1002799755361877,peak
242,8eaYvALnJ0o$_$1,V,3,13,13,0.0522626209468898,1
243,8eaYvALnJ0o$_$0,V,1,7,10,0.4352462552999302,5
243,8eaYvALnJ0o$_$0,V,2,10,10,0.113164819533464,peak
243,8eaYvALnJ0o$_$0,V,3,7,7,0.1033942183030278,1
244,8x_nCOh6Wmc$_$6,V,1,3,14,0.7226584939967454,5
244,8x_nCOh6Wmc$_$6,V,2,9,9,0.1067376285060239,peak
244,8x_nCOh6Wmc$_$6,V,3,13,13,0.0363063272650047,1
245,96642$_$1,V,1,8,14,0.3802089408738368,5
245,96642$_$1,V,2,4,5,0.0926355095217253,1
245,96642$_$1,V,3,10,10,0.0602865519202134,peak
246,96642$_$3,V,1,1,17,0.9999999999999994,1
246,96642$_$3,V,2,7,11,0.8384735060648768,3
246,96642$_$3,V,3,8,8,0.2255330512740111,peak
247,96642$_$2,V,1,8,12,0.3909990261208168,5
247,96642$_$2,V,2,7,8,0.1464167094053856,1
247,96642$_$2,V,3,11,11,0.0917340336562671,1
248,96642$_$4,V,1,4,12,0.32731589214198586,5
248,96642$_$4,V,2,3,5,0.0978946701501217,3
248,96642$_$4,V,3,1,3,0.07127663920168581,1
249,99501$_$10,V,1,5,10,0.4803005377563489,5
249,99501$_$10,V,2,18,20,0.1542377824041437,1
249,99501$_$10,V,3,6,6,0.0904681455014942,peak
250,99501$_$13,V,1,11,19,0.3060554970224778,5
250,99501$_$13,V,2,8,10,0.1009528465028049,3
250,99501$_$13,V,3,18,19,0.0686435087550782,1
251,99501$_$1,V,1,4,8,0.5127364171397469,3
251,99501$_$1,V,2,6,6,0.1140280811391115,peak
252,99501$_$0,V,1,1,1,1.0,1
253,99501$_$5,V,1,26,33,0.2684591762702876,3
253,99501$_$5,V,2,26,27,0.0643120594480345,1
253,99501$_$5,V,3,5,6,0.0629346931469185,1
254,99501$_$7,V,1,11,15,0.20316722972972942,5
254,99501$_$7,V,2,14,14,0.0429898648648648,peak
254,99501$_$7,V,3,12,12,0.042384572072072,1
255,9QI-9w_VdB4$_$0,V,1,12,17,0.4872246172452457,5
255,9QI-9w_VdB4$_$0,V,2,11,13,0.23362518616235112,3
255,9QI-9w_VdB4$_$0,V,3,17,17,0.0845956394388627,peak
256,AG5EY8ZaFj4$_$3,V,1,7,11,0.42633115026988744,3
256,AG5EY8ZaFj4$_$3,V,2,10,10,0.086117805982909,peak
257,AG5EY8ZaFj4$_$15,V,1,16,22,0.4023415663458354,5
257,AG5EY8ZaFj4$_$15,V,2,21,23,0.1717089887170798,3
257,AG5EY8ZaFj4$_$15,V,3,15,16,0.1220676284799807,1
258,Arh2TKRi_mg$_$15,V,1,11,15,0.6470852647843796,5
258,Arh2TKRi_mg$_$15,V,2,11,11,0.5227279112234864,peak
258,Arh2TKRi_mg$_$15,V,3,6,8,0.0818935243714002,1
259,Arh2TKRi_mg$_$14,V,1,18,22,0.5327521016058215,5
259,Arh2TKRi_mg$_$14,V,2,19,19,0.3044396247107672,peak
259,Arh2TKRi_mg$_$14,V,3,3,4,0.0610245679299387,3
260,Arh2TKRi_mg$_$16,V,1,28,31,0.2446442759277432,1
260,Arh2TKRi_mg$_$16,V,2,16,20,0.23519516457031708,5
260,Arh2TKRi_mg$_$16,V,3,29,29,0.0694704159949573,peak
261,Arh2TKRi_mg$_$19,V,1,17,21,0.5616373631366133,5
261,Arh2TKRi_mg$_$19,V,2,21,21,0.1704673956571551,peak
261,Arh2TKRi_mg$_$19,V,3,5,7,0.1223524601335696,1
262,Arh2TKRi_mg$_$32,V,1,17,23,0.5684543141987213,3
262,Arh2TKRi_mg$_$32,V,2,19,19,0.0933011984537682,peak
262,Arh2TKRi_mg$_$32,V,3,16,16,0.0583224149376439,1
263,Arh2TKRi_mg$_$28,V,1,5,8,0.37149396944637003,3
263,Arh2TKRi_mg$_$28,V,2,7,7,0.0974863794269068,1
263,Arh2TKRi_mg$_$28,V,3,5,5,0.0916048088496599,1
264,Arh2TKRi_mg$_$3,V,1,4,11,0.6449673170191783,5
264,Arh2TKRi_mg$_$3,V,2,7,7,0.1399535861670065,peak
264,Arh2TKRi_mg$_$3,V,3,29,30,0.048059682778509,1
265,AxNy9TeTLq8$_$0,V,1,7,16,0.3389445747890725,5
265,AxNy9TeTLq8$_$0,V,2,15,16,0.06266733647806741,1
265,AxNy9TeTLq8$_$0,V,3,26,27,0.061311014390263804,3
266,BSKAHXFYF_I$_$1,V,1,9,11,0.5984324215491701,1
266,BSKAHXFYF_I$_$1,V,2,4,7,0.2292259901630855,5
266,BSKAHXFYF_I$_$1,V,3,5,5,0.0650645727270112,1
267,BSKAHXFYF_I$_$3,V,1,18,20,0.6304526766139313,5
268,BSKAHXFYF_I$_$7,V,1,1,14,0.9999999999999994,1
268,BSKAHXFYF_I$_$7,V,2,4,7,0.6121124334932544,5
268,BSKAHXFYF_I$_$7,V,3,5,5,0.1891758404305762,peak
269,BSKAHXFYF_I$_$8,V,1,9,12,0.3318807746369252,5
269,BSKAHXFYF_I$_$8,V,2,11,11,0.0848097568553992,1
269,BSKAHXFYF_I$_$8,V,3,8,8,0.08203491960212,1
270,Baz0VVQ-E9E$_$10,V,1,4,6,0.4632903863173927,5
270,Baz0VVQ-E9E$_$10,V,2,1,2,0.1564308402824447,1
271,Baz0VVQ-E9E$_$1,V,1,8,10,0.3692564940414196,3
271,Baz0VVQ-E9E$_$1,V,2,10,12,0.26134244276757146,1
272,Baz0VVQ-E9E$_$5,V,1,3,5,0.5929477358123401,5
273,Baz0VVQ-E9E$_$7,V,1,8,10,0.1093814860938147,5
273,Baz0VVQ-E9E$_$7,V,2,15,17,0.1076241870762418,3
273,Baz0VVQ-E9E$_$7,V,3,13,14,0.06562889165628889,5
274,CJGuudyvA0Y$_$4,V,1,27,39,0.4346365662094259,1
274,CJGuudyvA0Y$_$4,V,2,20,23,0.1022691135644103,1
274,CJGuudyvA0Y$_$4,V,3,31,31,0.0384615384615384,peak
275,CPjbogfLHR4$_$2,V,1,13,16,0.43420279486547797,3
275,CPjbogfLHR4$_$2,V,2,14,14,0.140993853747546,peak
275,CPjbogfLHR4$_$2,V,3,12,12,0.1015890669775868,1
276,CPjbogfLHR4$_$5,V,1,23,27,0.5083539179633055,5
276,CPjbogfLHR4$_$5,V,2,26,26,0.1717647834570274,1
276,CPjbogfLHR4$_$5,V,3,1,5,0.1162875816993459,1
277,DdUJojoFU_c$_$11,V,1,11,14,0.22462746357671579,5
277,DdUJojoFU_c$_$11,V,2,21,23,0.1576110135902135,3
277,DdUJojoFU_c$_$11,V,3,14,15,0.10167270096853459,1
278,DdUJojoFU_c$_$15,V,1,3,6,0.5057470048100178,5
278,DdUJojoFU_c$_$15,V,2,4,4,0.1480624256048082,peak
278,DdUJojoFU_c$_$15,V,3,6,6,0.0991674838463705,1
279,DdUJojoFU_c$_$14,V,1,11,16,0.4212684054118596,3
279,DdUJojoFU_c$_$14,V,2,1,3,0.1144883839978222,1
279,DdUJojoFU_c$_$14,V,3,14,14,0.0756981721786747,peak
280,DdUJojoFU_c$_$17,V,1,3,7,0.3055629927115866,5
280,DdUJojoFU_c$_$17,V,2,6,6,0.0739550795775695,peak
280,DdUJojoFU_c$_$17,V,3,1,1,0.0248995983935742,1
281,DdUJojoFU_c$_$16,V,1,19,28,0.42372779370850017,3
281,DdUJojoFU_c$_$16,V,2,23,23,0.0442693771315409,peak
282,DdUJojoFU_c$_$2,V,1,22,32,0.5137585851320536,3
282,DdUJojoFU_c$_$2,V,2,25,25,0.0552220821621099,peak
282,DdUJojoFU_c$_$2,V,3,39,39,0.0250539072309641,1
283,DdUJojoFU_c$_$6,V,1,5,12,0.7375089895208895,5
283,DdUJojoFU_c$_$6,V,2,9,9,0.1733376203218674,peak
283,DdUJojoFU_c$_$6,V,3,6,6,0.0469796756740561,1
284,DdUJojoFU_c$_$8,V,1,11,17,0.414121603911221,3
284,DdUJojoFU_c$_$8,V,2,14,14,0.0680020666860704,peak
284,DdUJojoFU_c$_$8,V,3,17,17,0.054194094931899,1
285,DlbYiwOnTyk$_$1,V,1,4,8,0.45700448391667353,3
285,DlbYiwOnTyk$_$1,V,2,7,7,0.097835068305518,peak
285,DlbYiwOnTyk$_$1,V,3,4,4,0.0819140820377125,1
286,E8MuzHUhUHk$_$15,V,1,9,12,0.3762416782979985,5
286,E8MuzHUhUHk$_$15,V,2,3,4,0.1020076187726855,1
286,E8MuzHUhUHk$_$15,V,3,11,11,0.0984628388907371,1
287,E8MuzHUhUHk$_$14,V,1,7,11,0.5349115230179075,3
287,E8MuzHUhUHk$_$14,V,2,9,9,0.1096434648875782,peak
288,E8MuzHUhUHk$_$16,V,1,22,29,0.5438295832048128,3
288,E8MuzHUhUHk$_$16,V,2,28,28,0.0818086435635904,peak
288,E8MuzHUhUHk$_$16,V,3,23,23,0.0576680270288987,1
289,E8MuzHUhUHk$_$2,V,1,18,22,0.1370835426084043,5
289,E8MuzHUhUHk$_$2,V,2,6,8,0.0733969529549639,1
289,E8MuzHUhUHk$_$2,V,3,19,19,0.0302595010882304,peak
290,E8MuzHUhUHk$_$9,V,1,10,16,0.188087992899708,5
290,E8MuzHUhUHk$_$9,V,2,4,5,0.043343476607074896,1
290,E8MuzHUhUHk$_$9,V,3,12,12,0.0340813997717763,peak
291,EEjCkc82oyk$_$7,V,1,12,17,0.3548016935382211,3
291,EEjCkc82oyk$_$7,V,2,14,14,0.0611515285825804,peak
291,EEjCkc82oyk$_$7,V,3,12,12,0.0585349843768112,1
292,EEjCkc82oyk$_$9,V,1,6,11,0.41696077184438873,5
292,EEjCkc82oyk$_$9,V,2,19,21,0.1805899103912416,1
292,EEjCkc82oyk$_$9,V,3,8,8,0.0797574342021245,1
293,EQxkXiWAm08$_$8,V,1,7,9,0.148304860771786,5
293,EQxkXiWAm08$_$8,V,2,10,11,0.0835369282823346,3
293,EQxkXiWAm08$_$8,V,3,5,5,0.0473377463498882,5
294,ET1cU5_A2YM$_$1,V,1,16,20,0.2543978802535024,5
294,ET1cU5_A2YM$_$1,V,2,22,24,0.0992764739739312,1
294,ET1cU5_A2YM$_$1,V,3,18,18,0.055086086040377,1
295,ET1cU5_A2YM$_$3,V,1,7,10,0.44978566772164863,1
295,ET1cU5_A2YM$_$3,V,2,8,8,0.1230918022351785,peak
296,ET1cU5_A2YM$_$6,V,1,15,18,0.2598055946979741,3
296,ET1cU5_A2YM$_$6,V,2,16,16,0.0704270736048587,peak
296,ET1cU5_A2YM$_$6,V,3,9,9,0.0609964272793469,1
297,EmmuWoCUgXs$_$22,V,1,4,7,0.3092723278517374,5
297,EmmuWoCUgXs$_$22,V,2,7,8,0.1936633428224381,3
297,EmmuWoCUgXs$_$22,V,3,13,14,0.1357231932232722,3
298,EmmuWoCUgXs$_$7,V,1,15,19,0.1827553418462783,3
298,EmmuWoCUgXs$_$7,V,2,1,5,0.1489726542069193,1
298,EmmuWoCUgXs$_$7,V,3,5,7,0.1068950628932514,5
299,Es9MkKsMsjU$_$10,V,1,13,17,0.5071828366075608,3
299,Es9MkKsMsjU$_$10,V,2,15,15,0.1165295607147186,peak
299,Es9MkKsMsjU$_$10,V,3,13,13,0.0921596602948453,1
300,Es9MkKsMsjU$_$12,V,1,14,19,0.22201276953607318,5
300,Es9MkKsMsjU$_$12,V,2,4,7,0.1469818514577596,1
300,Es9MkKsMsjU$_$12,V,3,5,5,0.0391433910682849,peak
301,Es9MkKsMsjU$_$2,V,1,36,41,0.2024227102038515,3
301,Es9MkKsMsjU$_$2,V,2,13,17,0.1722145059840245,5
301,Es9MkKsMsjU$_$2,V,3,5,7,0.08962524092071719,1
302,Es9MkKsMsjU$_$7,V,1,5,10,0.20032426976144918,5
302,Es9MkKsMsjU$_$7,V,2,17,19,0.1026550552680176,5
302,Es9MkKsMsjU$_$7,V,3,27,28,0.0661842350992985,3
303,Ezn3p5FWF_U$_$4,V,1,3,9,0.43746019664884683,5
303,Ezn3p5FWF_U$_$4,V,2,27,29,0.1388764659330639,1
303,Ezn3p5FWF_U$_$4,V,3,6,6,0.0922754429015388,peak
304,F1U26PLiXjM$_$1,V,1,7,12,0.5180164746724325,3
304,F1U26PLiXjM$_$1,V,2,10,10,0.1214091406666622,peak
304,F1U26PLiXjM$_$1,V,3,17,17,0.0407997544578443,1
305,F6JV-K840EY$_$2,V,1,9,13,0.3881914353964502,3
305,F6JV-K840EY$_$2,V,2,10,10,0.081341603802966,peak
306,FB_b1dm0SRY$_$10,V,1,16,20,0.2372334721907897,5
306,FB_b1dm0SRY$_$10,V,2,8,10,0.1384716020585767,1
306,FB_b1dm0SRY$_$10,V,3,18,18,0.0500044466239292,peak
307,FB_b1dm0SRY$_$0,V,1,12,18,0.38876852087991226,5
307,FB_b1dm0SRY$_$0,V,2,10,12,0.1587800596752768,3
307,FB_b1dm0SRY$_$0,V,3,17,17,0.0580683190975708,peak
308,FB_b1dm0SRY$_$6,V,1,6,9,0.38502306088193594,5
308,FB_b1dm0SRY$_$6,V,2,9,11,0.3119176976647915,3
308,FB_b1dm0SRY$_$6,V,3,5,5,0.0947916462989603,1
309,FB_b1dm0SRY$_$9,V,1,11,17,0.3484422765504756,5
309,FB_b1dm0SRY$_$9,V,2,10,11,0.0977167015056682,1
309,FB_b1dm0SRY$_$9,V,3,18,19,0.09323746443379949,1
310,FB_b1dm0SRY$_$8,V,1,4,8,0.4152921526588356,5
310,FB_b1dm0SRY$_$8,V,2,17,18,0.1566228804584272,1
310,FB_b1dm0SRY$_$8,V,3,6,6,0.0989175598943943,peak
311,FxxJB8hBpyQ$_$1,V,1,5,10,0.3773884128871196,3
311,FxxJB8hBpyQ$_$1,V,2,4,5,0.11168828338133491,1
311,FxxJB8hBpyQ$_$1,V,3,9,9,0.0661294186396899,1
312,Fy0Uid9afM8$_$0,V,1,10,14,0.18168014427536522,3
312,Fy0Uid9afM8$_$0,V,2,12,12,0.0394416433751667,peak
312,Fy0Uid9afM8$_$0,V,3,10,10,0.0348604742738024,1
313,Fy0Uid9afM8$_$3,V,1,11,15,0.3447018806541849,3
313,Fy0Uid9afM8$_$3,V,2,13,13,0.0724867659275303,peak
313,Fy0Uid9afM8$_$3,V,3,19,19,0.0224845398231243,1
315,Fy0Uid9afM8$_$4,V,1,5,7,0.4497748319394028,3
315,Fy0Uid9afM8$_$4,V,2,7,8,0.2356430766601309,1
315,Fy0Uid9afM8$_$4,V,3,1,1,0.0546077330957964,1
317,HGicRLwgtkM$_$1,V,1,1,35,0.9999999999999976,1
317,HGicRLwgtkM$_$1,V,2,35,35,0.4154257059005036,peak
318,HGicRLwgtkM$_$3,V,1,2,8,0.7255713662136907,3
318,HGicRLwgtkM$_$3,V,2,5,5,0.137284106082679,peak
318,HGicRLwgtkM$_$3,V,3,1,2,0.1169758270307779,1
319,HGicRLwgtkM$_$2,V,1,1,4,0.29421275301095107,1
319,HGicRLwgtkM$_$2,V,2,15,17,0.2217552493581058,3
319,HGicRLwgtkM$_$2,V,3,3,3,0.0879269870821639,peak
320,HGicRLwgtkM$_$6,V,1,16,18,0.6478462993110032,5
320,HGicRLwgtkM$_$6,V,2,21,21,0.0274166649811079,1
321,HmXXW45eZL4$_$1,V,1,11,22,0.4373032321224053,3
